cfg_id,lb,hold_h,ext,sl_buf,session,regime,direction,ptp,n,net_R,PF,MAR,WR_pct,pos_years,dollar_pnl,error
lb8_h24_ext1.0_sl0.02_ny_bear_long_ptp2.0,8,24,1.0,0.02,ny,bear,long,2.0,1863,750.7,1.68,1.322,41.28,17/18,56299.0,
lb8_h24_ext1.0_sl0.02_ny_bear_short_ptpnone,8,24,1.0,0.02,ny,bear,short,,1871,168.2,1.14,0.109,36.5,9/18,12617.0,
lb8_h24_ext1.0_sl0.02_ny_bear_short_ptp1.0,8,24,1.0,0.02,ny,bear,short,1.0,1871,688.7,1.846,1.657,57.24,14/18,51653.0,
lb8_h24_ext1.0_sl0.02_ny_bear_short_ptp2.0,8,24,1.0,0.02,ny,bear,short,2.0,1871,816.6,1.775,1.07,44.09,15/18,61249.0,
lb8_h24_ext1.0_sl0.02_ny_bull_strong_long_ptpnone,8,24,1.0,0.02,ny,bull_strong,long,,3459,772.6,1.362,0.45,39.26,16/21,57942.0,
lb8_h24_ext1.0_sl0.02_ny_bull_strong_long_ptp1.0,8,24,1.0,0.02,ny,bull_strong,long,1.0,3459,1672.3,2.111,4.318,57.24,18/21,125424.0,
lb8_h24_ext1.0_sl0.02_ny_bull_strong_long_ptp2.0,8,24,1.0,0.02,ny,bull_strong,long,2.0,3459,1881.1,1.972,3.279,44.87,17/21,141079.0,
lb8_h24_ext1.0_sl0.02_ny_bull_strong_short_ptpnone,8,24,1.0,0.02,ny,bull_strong,short,,3526,-73.1,0.97,-0.019,31.03,8/21,-5484.0,
lb8_h24_ext1.0_sl0.02_ny_bull_strong_short_ptp1.0,8,24,1.0,0.02,ny,bull_strong,short,1.0,3526,980.6,1.591,1.095,52.95,21/21,73544.0,
lb8_h24_ext1.0_sl0.02_ny_bull_strong_short_ptp2.0,8,24,1.0,0.02,ny,bull_strong,short,2.0,3526,1074.2,1.497,0.958,38.57,20/21,80566.0,
lb8_h24_ext1.0_sl0.02_ny_bear_strong_long_ptpnone,8,24,1.0,0.02,ny,bear_strong,long,,1459,61.1,1.063,0.035,34.13,9/14,4581.0,
lb8_h24_ext1.0_sl0.02_ny_bear_strong_long_ptp1.0,8,24,1.0,0.02,ny,bear_strong,long,1.0,1459,502.4,1.744,1.1,54.01,13/14,37682.0,
lb8_h24_ext1.0_sl0.02_ny_bear_strong_long_ptp2.0,8,24,1.0,0.02,ny,bear_strong,long,2.0,1459,511.6,1.577,0.901,39.55,13/14,38369.0,
lb8_h24_ext1.0_sl0.02_ny_bear_strong_short_ptpnone,8,24,1.0,0.02,ny,bear_strong,short,,1471,221.6,1.241,0.19,38.34,8/14,16619.0,
lb8_h24_ext1.0_sl0.02_ny_bear_strong_short_ptp1.0,8,24,1.0,0.02,ny,bear_strong,short,1.0,1471,596.6,1.961,1.399,58.53,11/14,44747.0,
lb8_h24_ext1.0_sl0.02_ny_bear_strong_short_ptp2.0,8,24,1.0,0.02,ny,bear_strong,short,2.0,1471,737.9,1.918,1.578,45.68,11/14,55341.0,
lb8_h24_ext1.0_sl0.02_london_ny_any_long_ptpnone,8,24,1.0,0.02,london_ny,any,long,,7906,1142.8,1.219,0.445,36.52,17/21,85711.0,
lb8_h24_ext1.0_sl0.02_london_ny_any_long_ptp1.0,8,24,1.0,0.02,london_ny,any,long,1.0,7906,3281.1,1.907,5.209,55.82,21/21,246079.0,
lb8_h24_ext1.0_sl0.02_london_ny_any_long_ptp2.0,8,24,1.0,0.02,london_ny,any,long,2.0,7906,3784.5,1.816,4.586,43.21,21/21,283837.0,
lb8_h24_ext1.0_sl0.02_london_ny_any_short_ptpnone,8,24,1.0,0.02,london_ny,any,short,,8058,243.7,1.044,0.059,32.68,8/21,18280.0,
lb8_h24_ext1.0_sl0.02_london_ny_any_short_ptp1.0,8,24,1.0,0.02,london_ny,any,short,1.0,8058,2699.6,1.716,2.131,54.34,21/21,202471.0,
lb8_h24_ext1.0_sl0.02_london_ny_any_short_ptp2.0,8,24,1.0,0.02,london_ny,any,short,2.0,8058,3042.2,1.627,2.186,41.13,21/21,228164.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_long_ptpnone,8,24,1.0,0.02,london_ny,bull,long,,5289,972.1,1.284,0.719,37.66,16/21,72906.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_long_ptp1.0,8,24,1.0,0.02,london_ny,bull,long,1.0,5289,2347.7,1.979,3.613,56.25,21/21,176078.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_long_ptp2.0,8,24,1.0,0.02,london_ny,bull,long,2.0,5289,2759.8,1.905,3.185,44.28,21/21,206986.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_short_ptpnone,8,24,1.0,0.02,london_ny,bull,short,,5427,-54.3,0.986,-0.014,31.14,9/21,-4074.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_short_ptp1.0,8,24,1.0,0.02,london_ny,bull,short,1.0,5427,1590.5,1.607,1.644,52.75,20/21,119291.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_short_ptp2.0,8,24,1.0,0.02,london_ny,bull,short,2.0,5427,1788.6,1.532,1.508,39.36,21/21,134142.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_long_ptpnone,8,24,1.0,0.02,london_ny,bear,long,,2644,186.2,1.103,0.067,34.38,10/18,13961.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_long_ptp1.0,8,24,1.0,0.02,london_ny,bear,long,1.0,2644,953.3,1.78,1.861,55.18,18/18,71499.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_long_ptp2.0,8,24,1.0,0.02,london_ny,bear,long,2.0,2644,1043.0,1.652,1.319,41.19,18/18,78227.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_short_ptpnone,8,24,1.0,0.02,london_ny,bear,short,,2659,291.9,1.165,0.125,35.8,12/18,21890.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_short_ptp1.0,8,24,1.0,0.02,london_ny,bear,short,1.0,2659,1105.0,1.948,1.742,57.43,17/18,82877.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_short_ptp2.0,8,24,1.0,0.02,london_ny,bear,short,2.0,2659,1253.5,1.831,1.182,44.68,17/18,94009.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_strong_long_ptpnone,8,24,1.0,0.02,london_ny,bull_strong,long,,4876,889.0,1.282,0.451,37.65,13/21,66673.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_strong_long_ptp1.0,8,24,1.0,0.02,london_ny,bull_strong,long,1.0,4876,2146.7,1.972,3.304,56.26,17/21,161002.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_strong_long_ptp2.0,8,24,1.0,0.02,london_ny,bull_strong,long,2.0,4876,2523.1,1.896,2.912,44.22,18/21,189234.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_strong_short_ptpnone,8,24,1.0,0.02,london_ny,bull_strong,short,,4986,-77.9,0.978,-0.019,31.23,8/21,-5841.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_strong_short_ptp1.0,8,24,1.0,0.02,london_ny,bull_strong,short,1.0,4986,1458.9,1.611,1.683,53.13,20/21,109415.0,
lb8_h24_ext1.0_sl0.02_london_ny_bull_strong_short_ptp2.0,8,24,1.0,0.02,london_ny,bull_strong,short,2.0,4986,1628.8,1.529,1.373,39.49,21/21,122162.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_strong_long_ptpnone,8,24,1.0,0.02,london_ny,bear_strong,long,,2117,49.6,1.034,0.019,32.92,10/14,3722.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_strong_long_ptp1.0,8,24,1.0,0.02,london_ny,bear_strong,long,1.0,2117,672.9,1.664,1.314,53.42,14/14,50466.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_strong_long_ptp2.0,8,24,1.0,0.02,london_ny,bear_strong,long,2.0,2117,728.5,1.554,0.921,39.58,14/14,54634.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_strong_short_ptpnone,8,24,1.0,0.02,london_ny,bear_strong,short,,2087,309.6,1.227,0.229,37.13,10/14,23222.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_strong_short_ptp1.0,8,24,1.0,0.02,london_ny,bear_strong,short,1.0,2087,916.4,2.013,1.701,58.07,13/14,68726.0,
lb8_h24_ext1.0_sl0.02_london_ny_bear_strong_short_ptp2.0,8,24,1.0,0.02,london_ny,bear_strong,short,2.0,2087,1059.9,1.909,1.841,45.71,13/14,79494.0,
lb8_h24_ext1.0_sl0.1_all_any_long_ptpnone,8,24,1.0,0.1,all,any,long,,10123,786.4,1.122,0.119,37.68,13/21,58977.0,
lb8_h24_ext1.0_sl0.1_all_any_long_ptp1.0,8,24,1.0,0.1,all,any,long,1.0,10123,3714.0,1.797,4.292,54.89,21/21,278550.0,
lb8_h24_ext1.0_sl0.1_all_any_long_ptp2.0,8,24,1.0,0.1,all,any,long,2.0,10123,4071.3,1.691,4.462,42.79,21/21,305351.0,
lb8_h24_ext1.0_sl0.1_all_any_short_ptpnone,8,24,1.0,0.1,all,any,short,,10380,131.4,1.019,0.024,34.78,8/21,9853.0,
lb8_h24_ext1.0_sl0.1_all_any_short_ptp1.0,8,24,1.0,0.1,all,any,short,1.0,10380,3159.4,1.65,4.812,53.41,21/21,236956.0,
lb8_h24_ext1.0_sl0.1_all_any_short_ptp2.0,8,24,1.0,0.1,all,any,short,2.0,10380,3451.5,1.559,3.791,40.65,21/21,258861.0,
lb8_h24_ext1.0_sl0.1_all_bull_long_ptpnone,8,24,1.0,0.1,all,bull,long,,6794,732.5,1.172,0.241,38.58,15/21,54936.0,
lb8_h24_ext1.0_sl0.1_all_bull_long_ptp1.0,8,24,1.0,0.1,all,bull,long,1.0,6794,2701.6,1.876,3.443,55.46,21/21,202620.0,
lb8_h24_ext1.0_sl0.1_all_bull_long_ptp2.0,8,24,1.0,0.1,all,bull,long,2.0,6794,2969.1,1.763,3.898,43.55,21/21,222680.0,
lb8_h24_ext1.0_sl0.1_all_bull_short_ptpnone,8,24,1.0,0.1,all,bull,short,,6998,-140.0,0.97,-0.027,33.31,9/21,-10498.0,
lb8_h24_ext1.0_sl0.1_all_bull_short_ptp1.0,8,24,1.0,0.1,all,bull,short,1.0,6998,1938.9,1.577,2.964,52.19,21/21,145415.0,
lb8_h24_ext1.0_sl0.1_all_bull_short_ptp2.0,8,24,1.0,0.1,all,bull,short,2.0,6998,2083.3,1.488,2.297,39.08,21/21,156245.0,
lb8_h24_ext1.0_sl0.1_all_bear_long_ptpnone,8,24,1.0,0.1,all,bear,long,,3376,69.5,1.031,0.015,35.96,11/18,5209.0,
lb8_h24_ext1.0_sl0.1_all_bear_long_ptp1.0,8,24,1.0,0.1,all,bear,long,1.0,3376,1038.1,1.652,1.413,53.79,18/18,77856.0,
lb8_h24_ext1.0_sl0.1_all_bear_long_ptp2.0,8,24,1.0,0.1,all,bear,long,2.0,3376,1131.5,1.561,1.313,41.32,18/18,84861.0,
lb8_h24_ext1.0_sl0.1_all_bear_short_ptpnone,8,24,1.0,0.1,all,bear,short,,3446,241.7,1.111,0.066,37.52,9/18,18127.0,
lb8_h24_ext1.0_sl0.1_all_bear_short_ptp1.0,8,24,1.0,0.1,all,bear,short,1.0,3446,1208.4,1.786,1.736,55.6,16/18,90630.0,
lb8_h24_ext1.0_sl0.1_all_bear_short_ptp2.0,8,24,1.0,0.1,all,bear,short,2.0,3446,1351.6,1.696,1.285,43.56,16/18,101367.0,
lb8_h24_ext1.0_sl0.1_all_bull_strong_long_ptpnone,8,24,1.0,0.1,all,bull_strong,long,,6250,661.2,1.169,0.186,38.56,13/21,49587.0,
lb8_h24_ext1.0_sl0.1_all_bull_strong_long_ptp1.0,8,24,1.0,0.1,all,bull_strong,long,1.0,6250,2451.6,1.863,3.124,55.3,19/21,183866.0,
lb8_h24_ext1.0_sl0.1_all_bull_strong_long_ptp2.0,8,24,1.0,0.1,all,bull_strong,long,2.0,6250,2697.8,1.753,3.542,43.47,17/21,202338.0,
lb8_h24_ext1.0_sl0.1_all_bull_strong_short_ptpnone,8,24,1.0,0.1,all,bull_strong,short,,6460,-113.0,0.974,-0.02,33.48,10/21,-8474.0,
lb8_h24_ext1.0_sl0.1_all_bull_strong_short_ptp1.0,8,24,1.0,0.1,all,bull_strong,short,1.0,6460,1816.1,1.589,2.776,52.37,21/21,136206.0,
lb8_h24_ext1.0_sl0.1_all_bull_strong_short_ptp2.0,8,24,1.0,0.1,all,bull_strong,short,2.0,6460,1954.9,1.498,2.155,39.26,21/21,146619.0,
lb8_h24_ext1.0_sl0.1_all_bear_strong_long_ptpnone,8,24,1.0,0.1,all,bear_strong,long,,2675,-96.5,0.947,-0.021,34.06,6/14,-7240.0,
lb8_h24_ext1.0_sl0.1_all_bear_strong_long_ptp1.0,8,24,1.0,0.1,all,bear_strong,long,1.0,2675,682.6,1.524,0.945,52.07,14/14,51198.0,
lb8_h24_ext1.0_sl0.1_all_bear_strong_long_ptp2.0,8,24,1.0,0.1,all,bear_strong,long,2.0,2675,715.1,1.432,0.83,39.33,13/14,53629.0,
lb8_h24_ext1.0_sl0.1_all_bear_strong_short_ptpnone,8,24,1.0,0.1,all,bear_strong,short,,2707,321.8,1.193,0.194,38.79,9/14,24136.0,
lb8_h24_ext1.0_sl0.1_all_bear_strong_short_ptp1.0,8,24,1.0,0.1,all,bear_strong,short,1.0,2707,1065.4,1.9,1.861,56.67,13/14,79906.0,
lb8_h24_ext1.0_sl0.1_all_bear_strong_short_ptp2.0,8,24,1.0,0.1,all,bear_strong,short,2.0,2707,1221.2,1.816,1.689,44.66,12/14,91587.0,
lb8_h24_ext1.0_sl0.1_london_any_long_ptpnone,8,24,1.0,0.1,london,any,long,,6448,675.1,1.168,0.195,38.1,14/21,50630.0,
lb8_h24_ext1.0_sl0.1_london_any_long_ptp1.0,8,24,1.0,0.1,london,any,long,1.0,6448,2413.7,1.809,3.59,54.3,21/21,181024.0,
lb8_h24_ext1.0_sl0.1_london_any_long_ptp2.0,8,24,1.0,0.1,london,any,long,2.0,6448,2704.6,1.729,3.467,42.8,21/21,202848.0,
lb8_h24_ext1.0_sl0.1_london_any_short_ptpnone,8,24,1.0,0.1,london,any,short,,6577,104.0,1.024,0.028,35.14,8/21,7803.0,
lb8_h24_ext1.0_sl0.1_london_any_short_ptp1.0,8,24,1.0,0.1,london,any,short,1.0,6577,2068.4,1.679,2.348,53.57,20/21,155133.0,
lb8_h24_ext1.0_sl0.1_london_any_short_ptp2.0,8,24,1.0,0.1,london,any,short,2.0,6577,2193.6,1.569,1.897,41.2,20/21,164520.0,
lb8_h24_ext1.0_sl0.1_london_bull_long_ptpnone,8,24,1.0,0.1,london,bull,long,,4268,550.9,1.209,0.301,38.85,15/21,41318.0,
lb8_h24_ext1.0_sl0.1_london_bull_long_ptp1.0,8,24,1.0,0.1,london,bull,long,1.0,4268,1708.3,1.878,1.876,55.01,21/21,128126.0,
lb8_h24_ext1.0_sl0.1_london_bull_long_ptp2.0,8,24,1.0,0.1,london,bull,long,2.0,4268,1937.1,1.802,1.763,43.67,21/21,145285.0,
lb8_h24_ext1.0_sl0.1_london_bull_short_ptpnone,8,24,1.0,0.1,london,bull,short,,4393,-170.5,0.942,-0.04,33.28,8/21,-12791.0,
lb8_h24_ext1.0_sl0.1_london_bull_short_ptp1.0,8,24,1.0,0.1,london,bull,short,1.0,4393,1148.8,1.541,1.568,51.79,21/21,86162.0,
lb8_h24_ext1.0_sl0.1_london_bull_short_ptp2.0,8,24,1.0,0.1,london,bull,short,2.0,4393,1177.5,1.439,1.246,39.04,21/21,88313.0,
lb8_h24_ext1.0_sl0.1_london_bear_long_ptpnone,8,24,1.0,0.1,london,bear,long,,2183,126.1,1.09,0.058,36.69,11/18,9457.0,
lb8_h24_ext1.0_sl0.1_london_bear_long_ptp1.0,8,24,1.0,0.1,london,bear,long,1.0,2183,707.6,1.683,1.148,52.91,17/18,53069.0,
lb8_h24_ext1.0_sl0.1_london_bear_long_ptp2.0,8,24,1.0,0.1,london,bear,long,2.0,2183,769.4,1.596,1.038,41.14,17/18,57708.0,
lb8_h24_ext1.0_sl0.1_london_bear_short_ptpnone,8,24,1.0,0.1,london,bear,short,,2191,269.8,1.202,0.142,38.8,10/18,20234.0,
lb8_h24_ext1.0_sl0.1_london_bear_short_ptp1.0,8,24,1.0,0.1,london,bear,short,1.0,2191,916.3,1.985,1.908,57.05,17/18,68724.0,
lb8_h24_ext1.0_sl0.1_london_bear_short_ptp2.0,8,24,1.0,0.1,london,bear,short,2.0,2191,1013.3,1.861,1.785,45.5,17/18,75997.0,
lb8_h24_ext1.0_sl0.1_london_bull_strong_long_ptpnone,8,24,1.0,0.1,london,bull_strong,long,,3918,488.7,1.202,0.19,38.62,13/21,36652.0,
lb8_h24_ext1.0_sl0.1_london_bull_strong_long_ptp1.0,8,24,1.0,0.1,london,bull_strong,long,1.0,3918,1547.3,1.867,1.699,54.93,19/21,116049.0,
lb8_h24_ext1.0_sl0.1_london_bull_strong_long_ptp2.0,8,24,1.0,0.1,london,bull_strong,long,2.0,3918,1746.6,1.784,1.59,43.34,17/21,130994.0,
lb8_h24_ext1.0_sl0.1_london_bull_strong_short_ptpnone,8,24,1.0,0.1,london,bull_strong,short,,4034,-151.8,0.944,-0.039,33.49,9/21,-11385.0,
lb8_h24_ext1.0_sl0.1_london_bull_strong_short_ptp1.0,8,24,1.0,0.1,london,bull_strong,short,1.0,4034,1071.1,1.555,1.462,52.16,20/21,80332.0,
lb8_h24_ext1.0_sl0.1_london_bull_strong_short_ptp2.0,8,24,1.0,0.1,london,bull_strong,short,2.0,4034,1093.4,1.446,1.157,39.22,21/21,82005.0,
lb8_h24_ext1.0_sl0.1_london_bear_strong_long_ptpnone,8,24,1.0,0.1,london,bear_strong,long,,1750,40.2,1.035,0.019,35.66,9/14,3014.0,
lb8_h24_ext1.0_sl0.1_london_bear_strong_long_ptp1.0,8,24,1.0,0.1,london,bear_strong,long,1.0,1750,499.1,1.58,0.915,51.2,14/14,37431.0,
lb8_h24_ext1.0_sl0.1_london_bear_strong_long_ptp2.0,8,24,1.0,0.1,london,bear_strong,long,2.0,1750,546.1,1.514,0.737,39.77,13/14,40958.0,
lb8_h24_ext1.0_sl0.1_london_bear_strong_short_ptpnone,8,24,1.0,0.1,london,bear_strong,short,,1714,261.3,1.253,0.298,39.79,10/14,19598.0,
lb8_h24_ext1.0_sl0.1_london_bear_strong_short_ptp1.0,8,24,1.0,0.1,london,bear_strong,short,1.0,1714,776.6,2.088,1.473,58.28,14/14,58244.0,
lb8_h24_ext1.0_sl0.1_london_bear_strong_short_ptp2.0,8,24,1.0,0.1,london,bear_strong,short,2.0,1714,845.1,1.922,1.617,46.15,14/14,63379.0,
lb8_h24_ext1.0_sl0.1_ny_any_long_ptpnone,8,24,1.0,0.1,ny,any,long,,5540,690.2,1.211,0.371,40.14,18/21,51763.0,
lb8_h24_ext1.0_sl0.1_ny_any_long_ptp1.0,8,24,1.0,0.1,ny,any,long,1.0,5540,2212.3,1.909,3.762,55.54,21/21,165919.0,
lb8_h24_ext1.0_sl0.1_ny_any_long_ptp2.0,8,24,1.0,0.1,ny,any,long,2.0,5540,2319.4,1.758,3.636,43.79,21/21,173958.0,
lb8_h24_ext1.0_sl0.1_ny_any_short_ptpnone,8,24,1.0,0.1,ny,any,short,,5675,-63.3,0.982,-0.015,34.66,8/21,-4744.0,
lb8_h24_ext1.0_sl0.1_ny_any_short_ptp1.0,8,24,1.0,0.1,ny,any,short,1.0,5675,1569.6,1.6,1.715,52.7,21/21,117721.0,
lb8_h24_ext1.0_sl0.1_ny_any_short_ptp2.0,8,24,1.0,0.1,ny,any,short,2.0,5675,1627.5,1.492,1.39,39.84,20/21,122066.0,
lb8_h24_ext1.0_sl0.1_ny_bull_long_ptpnone,8,24,1.0,0.1,ny,bull,long,,3702,588.3,1.274,0.577,41.22,17/21,44119.0,
lb8_h24_ext1.0_sl0.1_ny_bull_long_ptp1.0,8,24,1.0,0.1,ny,bull,long,1.0,3702,1564.3,1.965,3.851,55.81,20/21,117326.0,
lb8_h24_ext1.0_sl0.1_ny_bull_long_ptp2.0,8,24,1.0,0.1,ny,bull,long,2.0,3702,1688.3,1.839,2.825,44.76,20/21,126626.0,
lb8_h24_ext1.0_sl0.1_ny_bull_short_ptpnone,8,24,1.0,0.1,ny,bull,short,,3834,-181.1,0.928,-0.036,32.76,7/21,-13580.0,
lb8_h24_ext1.0_sl0.1_ny_bull_short_ptp1.0,8,24,1.0,0.1,ny,bull,short,1.0,3834,950.5,1.522,1.042,51.04,21/21,71286.0,
lb8_h24_ext1.0_sl0.1_ny_bull_short_ptp2.0,8,24,1.0,0.1,ny,bull,short,2.0,3834,944.0,1.411,0.826,38.05,20/21,70802.0,
lb8_h24_ext1.0_sl0.1_ny_bear_long_ptpnone,8,24,1.0,0.1,ny,bear,long,,1855,111.5,1.099,0.067,38.22,13/18,8360.0,
lb8_h24_ext1.0_sl0.1_ny_bear_long_ptp1.0,8,24,1.0,0.1,ny,bear,long,1.0,1855,658.9,1.806,1.418,55.15,17/18,49415.0,
lb8_h24_ext1.0_sl0.1_ny_bear_long_ptp2.0,8,24,1.0,0.1,ny,bear,long,2.0,1855,644.0,1.613,1.01,42.05,17/18,48303.0,
lb8_h24_ext1.0_sl0.1_ny_bear_short_ptpnone,8,24,1.0,0.1,ny,bear,short,,1861,115.5,1.104,0.069,38.58,9/18,8661.0,
lb8_h24_ext1.0_sl0.1_ny_bear_short_ptp1.0,8,24,1.0,0.1,ny,bear,short,1.0,1861,620.8,1.773,1.038,55.99,13/18,46560.0,
lb8_h24_ext1.0_sl0.1_ny_bear_short_ptp2.0,8,24,1.0,0.1,ny,bear,short,2.0,1861,683.2,1.669,0.715,43.47,14/18,51239.0,
lb8_h24_ext1.0_sl0.1_ny_bull_strong_long_ptpnone,8,24,1.0,0.1,ny,bull_strong,long,,3446,580.8,1.292,0.366,41.53,15/21,43561.0,
lb8_h24_ext1.0_sl0.1_ny_bull_strong_long_ptp1.0,8,24,1.0,0.1,ny,bull_strong,long,1.0,3446,1486.8,1.987,3.66,55.8,18/21,111513.0,
lb8_h24_ext1.0_sl0.1_ny_bull_strong_long_ptp2.0,8,24,1.0,0.1,ny,bull_strong,long,2.0,3446,1610.6,1.862,2.675,44.98,16/21,120797.0,
lb8_h24_ext1.0_sl0.1_ny_bull_strong_short_ptpnone,8,24,1.0,0.1,ny,bull_strong,short,,3513,-175.1,0.924,-0.036,32.82,8/21,-13132.0,
lb8_h24_ext1.0_sl0.1_ny_bull_strong_short_ptp1.0,8,24,1.0,0.1,ny,bull_strong,short,1.0,3513,872.6,1.524,0.957,51.21,21/21,65449.0,
lb8_h24_ext1.0_sl0.1_ny_bull_strong_short_ptp2.0,8,24,1.0,0.1,ny,bull_strong,short,2.0,3513,862.0,1.41,0.755,38.14,20/21,64648.0,
lb8_h24_ext1.0_sl0.1_ny_bear_strong_long_ptpnone,8,24,1.0,0.1,ny,bear_strong,long,,1453,24.7,1.027,0.015,36.48,9/14,1854.0,
lb8_h24_ext1.0_sl0.1_ny_bear_strong_long_ptp1.0,8,24,1.0,0.1,ny,bear_strong,long,1.0,1453,459.4,1.691,0.989,53.2,13/14,34453.0,
lb8_h24_ext1.0_sl0.1_ny_bear_strong_long_ptp2.0,8,24,1.0,0.1,ny,bear_strong,long,2.0,1453,419.7,1.494,0.658,39.92,13/14,31480.0,
lb8_h24_ext1.0_sl0.1_ny_bear_strong_short_ptpnone,8,24,1.0,0.1,ny,bear_strong,short,,1463,167.6,1.196,0.133,40.4,8/14,12571.0,
lb8_h24_ext1.0_sl0.1_ny_bear_strong_short_ptp1.0,8,24,1.0,0.1,ny,bear_strong,short,1.0,1463,556.2,1.908,1.135,57.62,9/14,41718.0,
lb8_h24_ext1.0_sl0.1_ny_bear_strong_short_ptp2.0,8,24,1.0,0.1,ny,bear_strong,short,2.0,1463,613.9,1.778,0.829,44.7,10/14,46039.0,
lb8_h24_ext1.0_sl0.1_london_ny_any_long_ptpnone,8,24,1.0,0.1,london_ny,any,long,,7869,875.1,1.181,0.272,38.85,16/21,65629.0,
lb8_h24_ext1.0_sl0.1_london_ny_any_long_ptp1.0,8,24,1.0,0.1,london_ny,any,long,1.0,7869,3020.1,1.845,4.662,54.89,21/21,226507.0,
lb8_h24_ext1.0_sl0.1_london_ny_any_long_ptp2.0,8,24,1.0,0.1,london_ny,any,long,2.0,7869,3343.0,1.749,3.751,43.42,21/21,250725.0,
lb8_h24_ext1.0_sl0.1_london_ny_any_short_ptpnone,8,24,1.0,0.1,london_ny,any,short,,8028,24.0,1.005,0.005,34.77,8/21,1801.0,
lb8_h24_ext1.0_sl0.1_london_ny_any_short_ptp1.0,8,24,1.0,0.1,london_ny,any,short,1.0,8028,2348.7,1.627,2.007,52.98,21/21,176154.0,
lb8_h24_ext1.0_sl0.1_london_ny_any_short_ptp2.0,8,24,1.0,0.1,london_ny,any,short,2.0,8028,2500.1,1.528,1.818,40.5,21/21,187510.0,
lb8_h24_ext1.0_sl0.1_london_ny_bull_long_ptpnone,8,24,1.0,0.1,london_ny,bull,long,,5265,752.6,1.236,0.475,39.85,15/21,56443.0,
lb8_h24_ext1.0_sl0.1_london_ny_bull_long_ptp1.0,8,24,1.0,0.1,london_ny,bull,long,1.0,5265,2157.0,1.908,2.805,55.25,21/21,161779.0,
lb8_h24_ext1.0_sl0.1_london_ny_bull_long_ptp2.0,8,24,1.0,0.1,london_ny,bull,long,2.0,5265,2428.8,1.824,3.023,44.27,20/21,182158.0,
lb8_h24_ext1.0_sl0.1_london_ny_bull_short_ptpnone,8,24,1.0,0.1,london_ny,bull,short,,5409,-191.2,0.947,-0.037,33.13,7/21,-14342.0,
lb8_h24_ext1.0_sl0.1_london_ny_bull_short_ptp1.0,8,24,1.0,0.1,london_ny,bull,short,1.0,5409,1375.3,1.527,1.473,51.3,20/21,103147.0,
lb8_h24_ext1.0_sl0.1_london_ny_bull_short_ptp2.0,8,24,1.0,0.1,london_ny,bull,short,2.0,5409,1432.5,1.435,1.222,38.58,21/21,107437.0,
lb8_h24_ext1.0_sl0.1_london_ny_bear_long_ptpnone,8,24,1.0,0.1,london_ny,bear,long,,2631,134.8,1.081,0.051,36.98,11/18,10110.0,
lb8_h24_ext1.0_sl0.1_london_ny_bear_long_ptp1.0,8,24,1.0,0.1,london_ny,bear,long,1.0,2631,878.3,1.73,1.666,54.31,18/18,65873.0,
lb8_h24_ext1.0_sl0.1_london_ny_bear_long_ptp2.0,8,24,1.0,0.1,london_ny,bear,long,2.0,2631,928.5,1.609,1.042,41.81,18/18,69634.0,
lb8_h24_ext1.0_sl0.1_london_ny_bear_short_ptpnone,8,24,1.0,0.1,london_ny,bear,short,,2647,208.7,1.128,0.083,38.08,11/18,15650.0,
lb8_h24_ext1.0_sl0.1_london_ny_bear_short_ptp1.0,8,24,1.0,0.1,london_ny,bear,short,1.0,2647,972.1,1.844,1.556,56.25,16/18,72909.0,
lb8_h24_ext1.0_sl0.1_london_ny_bear_short_ptp2.0,8,24,1.0,0.1,london_ny,bear,short,2.0,2647,1065.1,1.731,1.264,44.35,17/18,79880.0,
lb8_h24_ext1.0_sl0.1_london_ny_bull_strong_long_ptpnone,8,24,1.0,0.1,london_ny,bull_strong,long,,4855,685.4,1.233,0.307,39.79,13/21,51405.0,
lb8_h24_ext1.0_sl0.1_london_ny_bull_strong_long_ptp1.0,8,24,1.0,0.1,london_ny,bull_strong,long,1.0,4855,1973.8,1.902,2.567,55.22,19/21,148031.0,
