rule,k,ote,sl_buf,tp_r,sweep_lb,need_conf,trend_mode,session,n,per_yr,pf,net_r,mar,wr,dd,pos_years,avg_rr,gate_pass
15min,3,0.618,0.1,3.0,10,5,off,all,4056,605,0.915,-280.8,-0.13,0.294,-315.5,2/8,2.78,False
15min,3,0.618,0.1,3.0,10,5,off,kz,2143,320,0.969,-52.5,-0.08,0.305,-92.5,3/8,2.78,False
15min,3,0.618,0.1,3.0,10,5,fade,all,2640,394,0.899,-218.9,-0.14,0.291,-234.5,1/8,2.77,False
15min,3,0.618,0.1,3.0,10,5,fade,kz,1397,208,0.903,-111.4,-0.13,0.291,-123.8,0/8,2.77,False
15min,3,0.618,0.25,1.0,3,3,down,all,1704,255,0.604,-400.0,-0.14,0.485,-422.2,1/8,0.89,False
15min,3,0.618,0.25,1.0,3,3,down,kz,938,141,0.619,-209.1,-0.14,0.496,-228.0,1/8,0.88,False
15min,3,0.618,0.25,1.0,3,3,off,all,4966,740,0.619,-1099.9,-0.15,0.494,-1123.4,1/8,0.88,False
15min,3,0.618,0.25,1.0,3,3,off,kz,2635,393,0.657,-510.8,-0.14,0.509,-544.0,1/8,0.88,False
15min,3,0.618,0.25,1.0,3,3,fade,all,3262,486,0.627,-699.8,-0.15,0.499,-712.4,1/8,0.88,False
15min,3,0.618,0.25,1.0,3,3,fade,kz,1697,253,0.679,-301.6,-0.14,0.516,-318.7,1/8,0.88,False
15min,3,0.618,0.25,1.0,3,4,down,all,1619,243,0.607,-375.6,-0.14,0.484,-398.9,1/8,0.89,False
15min,3,0.618,0.25,1.0,3,4,down,kz,893,134,0.612,-203.3,-0.14,0.489,-222.1,2/8,0.89,False
15min,3,0.618,0.25,1.0,3,4,off,all,4709,702,0.621,-1034.7,-0.15,0.493,-1060.4,1/8,0.88,False
15min,3,0.618,0.25,1.0,3,4,off,kz,2512,375,0.651,-499.0,-0.14,0.504,-531.4,1/8,0.88,False
15min,3,0.618,0.25,1.0,3,4,fade,all,3090,461,0.629,-659.1,-0.15,0.498,-672.8,1/8,0.88,False
15min,3,0.618,0.25,1.0,3,4,fade,kz,1619,241,0.673,-295.8,-0.14,0.512,-312.0,1/8,0.88,False
15min,3,0.618,0.25,1.0,3,5,down,all,1167,175,0.641,-243.5,-0.14,0.488,-256.1,1/8,0.91,False
15min,3,0.618,0.25,1.0,3,5,down,kz,644,97,0.658,-125.9,-0.13,0.492,-140.2,2/8,0.91,False
15min,3,0.618,0.25,1.0,3,5,off,all,3367,502,0.657,-656.2,-0.14,0.496,-679.0,1/8,0.9,False
15min,3,0.618,0.25,1.0,3,5,off,kz,1802,269,0.684,-317.8,-0.14,0.504,-342.8,1/8,0.9,False
15min,3,0.618,0.25,1.0,3,5,fade,all,2200,328,0.667,-412.6,-0.14,0.501,-432.2,1/8,0.9,False
15min,3,0.618,0.25,1.0,3,5,fade,kz,1158,175,0.698,-191.9,-0.14,0.51,-205.4,1/8,0.9,False
15min,3,0.618,0.25,1.0,6,3,down,all,1948,291,0.626,-424.3,-0.14,0.495,-455.2,1/8,0.89,False
15min,3,0.618,0.25,1.0,6,3,down,kz,1051,157,0.646,-213.3,-0.13,0.507,-237.0,1/8,0.88,False
15min,3,0.618,0.25,1.0,6,3,off,all,5707,850,0.622,-1247.2,-0.15,0.497,-1275.9,1/8,0.88,False
15min,3,0.618,0.25,1.0,6,3,off,kz,3016,449,0.667,-562.9,-0.14,0.513,-602.5,1/8,0.88,False
15min,3,0.618,0.25,1.0,6,3,fade,all,3759,560,0.62,-822.9,-0.15,0.498,-832.9,1/8,0.88,False
15min,3,0.618,0.25,1.0,6,3,fade,kz,1965,293,0.678,-349.6,-0.14,0.516,-369.4,1/8,0.88,False
15min,3,0.618,0.25,1.0,6,4,down,all,1844,276,0.63,-396.4,-0.14,0.495,-429.5,1/8,0.89,False
15min,3,0.618,0.25,1.0,6,4,down,kz,997,149,0.64,-206.3,-0.13,0.502,-230.0,2/8,0.89,False
15min,3,0.618,0.25,1.0,6,4,off,all,5397,804,0.623,-1177.8,-0.15,0.495,-1208.8,1/8,0.88,False
15min,3,0.618,0.25,1.0,6,4,off,kz,2873,428,0.662,-547.2,-0.14,0.509,-584.3,1/8,0.88,False
15min,3,0.618,0.25,1.0,6,4,fade,all,3553,530,0.619,-781.4,-0.15,0.496,-791.5,1/8,0.88,False
15min,3,0.618,0.25,1.0,6,4,fade,kz,1876,280,0.674,-340.9,-0.14,0.513,-357.9,1/8,0.88,False
15min,3,0.618,0.25,1.0,6,5,down,all,1317,197,0.653,-262.6,-0.14,0.494,-279.4,1/8,0.91,False
15min,3,0.618,0.25,1.0,6,5,down,kz,711,107,0.669,-133.3,-0.13,0.499,-148.5,2/8,0.91,False
15min,3,0.618,0.25,1.0,6,5,off,all,3827,571,0.661,-735.1,-0.14,0.499,-759.2,1/8,0.9,False
15min,3,0.618,0.25,1.0,6,5,off,kz,2038,304,0.695,-343.0,-0.14,0.509,-370.3,1/8,0.9,False
15min,3,0.618,0.25,1.0,6,5,fade,all,2510,374,0.665,-472.5,-0.14,0.502,-491.0,1/8,0.9,False
15min,3,0.618,0.25,1.0,6,5,fade,kz,1327,198,0.71,-209.7,-0.14,0.515,-225.7,1/8,0.9,False
15min,3,0.618,0.25,1.0,10,3,down,all,2116,316,0.618,-472.0,-0.14,0.493,-504.9,1/8,0.89,False
15min,3,0.618,0.25,1.0,10,3,down,kz,1125,168,0.64,-232.8,-0.14,0.505,-257.1,1/8,0.88,False
15min,3,0.618,0.25,1.0,10,3,off,all,6122,912,0.616,-1366.8,-0.15,0.496,-1397.9,1/8,0.88,False
15min,3,0.618,0.25,1.0,10,3,off,kz,3225,481,0.657,-623.5,-0.14,0.511,-663.6,1/8,0.88,False
15min,3,0.618,0.25,1.0,10,3,fade,all,4006,597,0.615,-894.9,-0.15,0.498,-904.5,1/8,0.88,False
15min,3,0.618,0.25,1.0,10,3,fade,kz,2100,313,0.667,-390.8,-0.14,0.514,-410.3,1/8,0.88,False
15min,3,0.618,0.25,1.0,10,4,down,all,1999,299,0.62,-443.7,-0.14,0.492,-479.1,1/8,0.89,False
15min,3,0.618,0.25,1.0,10,4,down,kz,1064,159,0.635,-223.2,-0.13,0.5,-247.6,2/8,0.89,False
15min,3,0.618,0.25,1.0,10,4,off,all,5774,860,0.618,-1281.7,-0.15,0.494,-1316.4,1/8,0.88,False
15min,3,0.618,0.25,1.0,10,4,off,kz,3062,456,0.655,-596.3,-0.14,0.508,-633.8,1/8,0.88,False
15min,3,0.618,0.25,1.0,10,4,fade,all,3775,563,0.617,-838.1,-0.15,0.496,-848.5,1/8,0.88,False
15min,3,0.618,0.25,1.0,10,4,fade,kz,1998,298,0.667,-373.1,-0.14,0.512,-389.8,1/8,0.88,False
15min,3,0.618,0.25,1.0,10,5,down,all,1429,214,0.643,-295.4,-0.14,0.492,-312.6,1/8,0.91,False
15min,3,0.618,0.25,1.0,10,5,down,kz,754,113,0.665,-143.6,-0.14,0.499,-158.4,2/8,0.91,False
15min,3,0.618,0.25,1.0,10,5,off,all,4093,610,0.655,-804.9,-0.14,0.498,-830.3,1/8,0.9,False
15min,3,0.618,0.25,1.0,10,5,off,kz,2164,323,0.685,-379.3,-0.14,0.507,-406.9,1/8,0.9,False
15min,3,0.618,0.25,1.0,10,5,fade,all,2664,397,0.661,-509.6,-0.14,0.501,-529.2,1/8,0.9,False
15min,3,0.618,0.25,1.0,10,5,fade,kz,1410,210,0.696,-235.7,-0.14,0.511,-252.3,1/8,0.9,False
15min,3,0.618,0.25,1.5,3,3,down,all,1704,255,0.726,-316.4,-0.14,0.415,-341.0,1/8,1.35,False
15min,3,0.618,0.25,1.5,3,3,down,kz,938,141,0.769,-143.9,-0.13,0.43,-165.3,1/8,1.35,False
15min,3,0.618,0.25,1.5,3,3,off,all,4966,740,0.736,-880.4,-0.15,0.422,-901.2,1/8,1.35,False
15min,3,0.618,0.25,1.5,3,3,off,kz,2635,393,0.769,-403.0,-0.14,0.431,-437.8,1/8,1.35,False
15min,3,0.618,0.25,1.5,3,3,fade,all,3262,486,0.741,-564.0,-0.15,0.426,-571.5,0/8,1.34,False
15min,3,0.618,0.25,1.5,3,3,fade,kz,1697,253,0.769,-259.1,-0.14,0.433,-275.2,2/8,1.34,False
15min,3,0.618,0.25,1.5,3,4,down,all,1619,243,0.725,-301.7,-0.14,0.413,-326.2,1/8,1.36,False
15min,3,0.618,0.25,1.5,3,4,down,kz,893,134,0.763,-140.1,-0.13,0.426,-161.6,1/8,1.36,False
15min,3,0.618,0.25,1.5,3,4,off,all,4709,702,0.735,-838.1,-0.14,0.419,-862.0,1/8,1.35,False
15min,3,0.618,0.25,1.5,3,4,off,kz,2512,375,0.762,-397.3,-0.14,0.428,-431.1,1/8,1.35,False
15min,3,0.618,0.25,1.5,3,4,fade,all,3090,461,0.74,-536.4,-0.15,0.423,-547.1,0/8,1.35,False
15min,3,0.618,0.25,1.5,3,4,fade,kz,1619,241,0.761,-257.2,-0.14,0.429,-272.3,2/8,1.35,False
15min,3,0.618,0.25,1.5,3,5,down,all,1167,175,0.769,-178.7,-0.14,0.416,-190.8,0/8,1.39,False
15min,3,0.618,0.25,1.5,3,5,down,kz,644,97,0.826,-71.8,-0.12,0.432,-88.9,1/8,1.39,False
15min,3,0.618,0.25,1.5,3,5,off,all,3367,502,0.766,-520.4,-0.14,0.417,-543.8,1/8,1.38,False
15min,3,0.618,0.25,1.5,3,5,off,kz,1802,269,0.795,-239.8,-0.13,0.425,-267.8,1/8,1.38,False
15min,3,0.618,0.25,1.5,3,5,fade,all,2200,328,0.764,-341.7,-0.14,0.418,-363.4,1/8,1.37,False
15min,3,0.618,0.25,1.5,3,5,fade,kz,1158,175,0.778,-168.0,-0.14,0.421,-183.7,2/8,1.37,False
15min,3,0.618,0.25,1.5,6,3,down,all,1948,291,0.734,-350.2,-0.14,0.419,-381.4,1/8,1.35,False
15min,3,0.618,0.25,1.5,6,3,down,kz,1051,157,0.783,-150.5,-0.12,0.436,-180.4,1/8,1.35,False
15min,3,0.618,0.25,1.5,6,3,off,all,5707,850,0.725,-1058.1,-0.15,0.419,-1083.6,1/8,1.35,False
15min,3,0.618,0.25,1.5,6,3,off,kz,3016,449,0.762,-476.0,-0.14,0.431,-511.8,1/8,1.35,False
15min,3,0.618,0.25,1.5,6,3,fade,all,3759,560,0.721,-707.9,-0.15,0.42,-717.1,0/8,1.34,False
15min,3,0.618,0.25,1.5,6,3,fade,kz,1965,293,0.751,-325.5,-0.14,0.428,-338.4,1/8,1.34,False
15min,3,0.618,0.25,1.5,6,4,down,all,1844,276,0.733,-331.9,-0.14,0.417,-363.8,1/8,1.36,False
15min,3,0.618,0.25,1.5,6,4,down,kz,997,149,0.778,-145.6,-0.12,0.432,-175.5,1/8,1.35,False
15min,3,0.618,0.25,1.5,6,4,off,all,5397,804,0.722,-1015.5,-0.14,0.416,-1044.5,0/8,1.35,False
15min,3,0.618,0.25,1.5,6,4,off,kz,2873,428,0.755,-467.6,-0.14,0.427,-500.1,1/8,1.35,False
15min,3,0.618,0.25,1.5,6,4,fade,all,3553,530,0.716,-683.6,-0.15,0.416,-694.3,0/8,1.35,False
15min,3,0.618,0.25,1.5,6,4,fade,kz,1876,280,0.743,-322.0,-0.14,0.424,-333.9,0/8,1.35,False
15min,3,0.618,0.25,1.5,6,5,down,all,1317,197,0.764,-206.7,-0.14,0.415,-222.2,0/8,1.38,False
15min,3,0.618,0.25,1.5,6,5,down,kz,711,107,0.824,-80.3,-0.12,0.433,-96.6,3/8,1.38,False
15min,3,0.618,0.25,1.5,6,5,off,all,3827,571,0.757,-617.9,-0.14,0.415,-636.2,1/8,1.38,False
15min,3,0.618,0.25,1.5,6,5,off,kz,2038,304,0.795,-271.2,-0.14,0.426,-297.4,1/8,1.38,False
15min,3,0.618,0.25,1.5,6,5,fade,all,2510,374,0.753,-411.2,-0.14,0.416,-425.4,1/8,1.37,False
15min,3,0.618,0.25,1.5,6,5,fade,kz,1327,198,0.78,-190.9,-0.14,0.423,-204.6,2/8,1.37,False
15min,3,0.618,0.25,1.5,10,3,down,all,2116,316,0.733,-381.8,-0.14,0.42,-418.0,1/8,1.36,False
15min,3,0.618,0.25,1.5,10,3,down,kz,1125,168,0.775,-167.1,-0.13,0.435,-198.5,1/8,1.35,False
15min,3,0.618,0.25,1.5,10,3,off,all,6122,912,0.723,-1147.5,-0.15,0.42,-1176.8,1/8,1.35,False
15min,3,0.618,0.25,1.5,10,3,off,kz,3225,481,0.756,-522.8,-0.14,0.43,-560.0,1/8,1.34,False
15min,3,0.618,0.25,1.5,10,3,fade,all,4006,597,0.717,-765.7,-0.15,0.42,-774.5,0/8,1.34,False
15min,3,0.618,0.25,1.5,10,3,fade,kz,2100,313,0.746,-355.7,-0.14,0.428,-368.3,0/8,1.34,False
15min,3,0.618,0.25,1.5,10,4,down,all,1999,299,0.734,-357.4,-0.14,0.419,-394.0,1/8,1.36,False
15min,3,0.618,0.25,1.5,10,4,down,kz,1064,159,0.777,-156.3,-0.12,0.433,-187.8,2/8,1.36,False
15min,3,0.618,0.25,1.5,10,4,off,all,5774,860,0.721,-1089.2,-0.14,0.417,-1121.9,1/8,1.35,False
15min,3,0.618,0.25,1.5,10,4,off,kz,3062,456,0.754,-502.5,-0.14,0.427,-536.6,1/8,1.35,False
15min,3,0.618,0.25,1.5,10,4,fade,all,3775,563,0.714,-731.7,-0.15,0.416,-742.2,0/8,1.35,False
15min,3,0.618,0.25,1.5,10,4,fade,kz,1998,298,0.741,-346.2,-0.14,0.424,-357.7,0/8,1.35,False
15min,3,0.618,0.25,1.5,10,5,down,all,1429,214,0.765,-222.9,-0.14,0.418,-239.9,1/8,1.38,False
15min,3,0.618,0.25,1.5,10,5,down,kz,754,113,0.823,-85.7,-0.13,0.434,-102.2,2/8,1.38,False
15min,3,0.618,0.25,1.5,10,5,off,all,4093,610,0.754,-670.3,-0.14,0.416,-691.0,1/8,1.38,False
15min,3,0.618,0.25,1.5,10,5,off,kz,2164,323,0.788,-298.6,-0.14,0.425,-325.5,1/8,1.38,False
15min,3,0.618,0.25,1.5,10,5,fade,all,2664,397,0.748,-447.4,-0.14,0.414,-462.2,1/8,1.37,False
15min,3,0.618,0.25,1.5,10,5,fade,kz,1410,210,0.77,-212.9,-0.14,0.421,-227.1,2/8,1.37,False
15min,3,0.618,0.25,2.0,3,3,down,all,1704,255,0.795,-258.9,-0.13,0.358,-290.3,2/8,1.82,False
15min,3,0.618,0.25,2.0,3,3,down,kz,938,141,0.875,-83.8,-0.09,0.382,-137.7,3/8,1.82,False
15min,3,0.618,0.25,2.0,3,3,off,all,4966,740,0.836,-592.2,-0.14,0.374,-621.6,1/8,1.81,False
15min,3,0.618,0.25,2.0,3,3,off,kz,2635,393,0.891,-204.6,-0.13,0.389,-243.5,2/8,1.81,False
15min,3,0.618,0.25,2.0,3,3,fade,all,3262,486,0.858,-333.3,-0.14,0.383,-346.1,1/8,1.81,False
15min,3,0.618,0.25,2.0,3,3,fade,kz,1697,253,0.899,-120.8,-0.13,0.392,-140.0,3/8,1.81,False
15min,3,0.618,0.25,2.0,3,4,down,all,1619,243,0.795,-245.9,-0.13,0.356,-276.1,1/8,1.83,False
15min,3,0.618,0.25,2.0,3,4,down,kz,893,134,0.87,-82.9,-0.09,0.378,-136.7,3/8,1.83,False
15min,3,0.618,0.25,2.0,3,4,off,all,4709,702,0.835,-562.7,-0.14,0.372,-596.1,1/8,1.82,False
15min,3,0.618,0.25,2.0,3,4,off,kz,2512,375,0.886,-203.1,-0.13,0.386,-240.2,2/8,1.82,False
15min,3,0.618,0.25,2.0,3,4,fade,all,3090,461,0.857,-316.8,-0.14,0.381,-333.2,0/8,1.82,False
15min,3,0.618,0.25,2.0,3,4,fade,kz,1619,241,0.895,-120.2,-0.13,0.39,-137.7,3/8,1.81,False
15min,3,0.618,0.25,2.0,3,5,down,all,1167,175,0.851,-125.3,-0.13,0.362,-150.0,1/8,1.86,False
15min,3,0.618,0.25,2.0,3,5,down,kz,644,97,0.961,-17.2,-0.04,0.39,-66.5,4/8,1.86,False
15min,3,0.618,0.25,2.0,3,5,off,all,3367,502,0.865,-323.5,-0.14,0.37,-351.7,1/8,1.85,False
15min,3,0.618,0.25,2.0,3,5,off,kz,1802,269,0.916,-106.3,-0.12,0.382,-136.7,2/8,1.85,False
15min,3,0.618,0.25,2.0,3,5,fade,all,2200,328,0.873,-198.2,-0.13,0.374,-229.6,3/8,1.85,False
15min,3,0.618,0.25,2.0,3,5,fade,kz,1158,175,0.891,-89.1,-0.13,0.378,-101.1,3/8,1.85,False
15min,3,0.618,0.25,2.0,6,3,down,all,1948,291,0.799,-289.6,-0.13,0.36,-327.5,1/8,1.82,False
15min,3,0.618,0.25,2.0,6,3,down,kz,1051,157,0.88,-90.2,-0.09,0.384,-148.0,3/8,1.82,False
15min,3,0.618,0.25,2.0,6,3,off,all,5707,850,0.817,-765.8,-0.14,0.37,-804.3,1/8,1.81,False
15min,3,0.618,0.25,2.0,6,3,off,kz,3016,449,0.872,-277.0,-0.13,0.385,-316.1,2/8,1.81,False
15min,3,0.618,0.25,2.0,6,3,fade,all,3759,560,0.826,-476.2,-0.14,0.375,-495.9,0/8,1.81,False
15min,3,0.618,0.25,2.0,6,3,fade,kz,1965,293,0.867,-186.8,-0.14,0.385,-205.8,1/8,1.81,False
15min,3,0.618,0.25,2.0,6,4,down,all,1844,276,0.797,-276.8,-0.13,0.358,-314.9,1/8,1.83,False
15min,3,0.618,0.25,2.0,6,4,down,kz,997,149,0.874,-90.0,-0.09,0.381,-146.5,3/8,1.82,False
15min,3,0.618,0.25,2.0,6,4,off,all,5397,804,0.811,-746.2,-0.14,0.367,-786.5,1/8,1.82,False
15min,3,0.618,0.25,2.0,6,4,off,kz,2873,428,0.866,-277.1,-0.13,0.381,-314.9,2/8,1.82,False
15min,3,0.618,0.25,2.0,6,4,fade,all,3553,530,0.819,-469.4,-0.14,0.371,-489.7,0/8,1.81,False
15min,3,0.618,0.25,2.0,6,4,fade,kz,1876,280,0.861,-187.1,-0.14,0.382,-204.7,1/8,1.81,False
15min,3,0.618,0.25,2.0,6,5,down,all,1317,197,0.835,-158.0,-0.13,0.359,-187.4,1/8,1.86,False
15min,3,0.618,0.25,2.0,6,5,down,kz,711,107,0.936,-31.5,-0.06,0.385,-80.0,4/8,1.86,False
15min,3,0.618,0.25,2.0,6,5,off,all,3827,571,0.847,-421.8,-0.14,0.366,-448.4,1/8,1.85,False
15min,3,0.618,0.25,2.0,6,5,off,kz,2038,304,0.908,-131.7,-0.12,0.381,-158.9,2/8,1.85,False
15min,3,0.618,0.25,2.0,6,5,fade,all,2510,374,0.853,-263.8,-0.13,0.369,-294.1,1/8,1.85,False
15min,3,0.618,0.25,2.0,6,5,fade,kz,1327,198,0.893,-100.2,-0.14,0.379,-109.2,2/8,1.85,False
15min,3,0.618,0.25,2.0,10,3,down,all,2116,316,0.795,-322.2,-0.13,0.361,-365.1,1/8,1.83,False
15min,3,0.618,0.25,2.0,10,3,down,kz,1125,168,0.878,-98.4,-0.1,0.385,-153.8,2/8,1.82,False
15min,3,0.618,0.25,2.0,10,3,off,all,6122,912,0.814,-837.4,-0.14,0.37,-874.8,1/8,1.81,False
15min,3,0.618,0.25,2.0,10,3,off,kz,3225,481,0.866,-309.8,-0.13,0.384,-351.6,2/8,1.81,False
15min,3,0.618,0.25,2.0,10,3,fade,all,4006,597,0.824,-515.2,-0.14,0.375,-535.0,0/8,1.81,False
15min,3,0.618,0.25,2.0,10,3,fade,kz,2100,313,0.86,-211.4,-0.14,0.384,-230.5,1/8,1.81,False
15min,3,0.618,0.25,2.0,10,4,down,all,1999,299,0.794,-305.3,-0.13,0.359,-346.8,1/8,1.83,False
15min,3,0.618,0.25,2.0,10,4,down,kz,1064,159,0.878,-92.8,-0.09,0.383,-148.3,2/8,1.82,False
15min,3,0.618,0.25,2.0,10,4,off,all,5774,860,0.81,-804.0,-0.14,0.367,-844.3,1/8,1.82,False
15min,3,0.618,0.25,2.0,10,4,off,kz,3062,456,0.864,-298.8,-0.13,0.382,-337.6,1/8,1.82,False
15min,3,0.618,0.25,2.0,10,4,fade,all,3775,563,0.819,-498.7,-0.14,0.372,-519.1,0/8,1.81,False
15min,3,0.618,0.25,2.0,10,4,fade,kz,1998,298,0.857,-206.0,-0.14,0.381,-223.7,1/8,1.81,False
15min,3,0.618,0.25,2.0,10,5,down,all,1429,214,0.83,-177.4,-0.13,0.36,-209.7,1/8,1.86,False
15min,3,0.618,0.25,2.0,10,5,down,kz,754,113,0.94,-31.2,-0.06,0.387,-77.5,4/8,1.86,False
15min,3,0.618,0.25,2.0,10,5,off,all,4093,610,0.842,-468.0,-0.14,0.365,-494.5,1/8,1.85,False
15min,3,0.618,0.25,2.0,10,5,off,kz,2164,323,0.9,-152.1,-0.12,0.38,-182.3,2/8,1.85,False
15min,3,0.618,0.25,2.0,10,5,fade,all,2664,397,0.848,-290.7,-0.14,0.368,-316.4,0/8,1.85,False
15min,3,0.618,0.25,2.0,10,5,fade,kz,1410,210,0.879,-120.8,-0.14,0.376,-131.3,3/8,1.85,False
15min,3,0.618,0.25,3.0,3,3,down,all,1704,255,0.887,-157.8,-0.11,0.29,-211.6,3/8,2.76,False
15min,3,0.618,0.25,3.0,3,3,down,kz,938,141,0.996,-3.2,-0.01,0.312,-93.7,4/8,2.76,False
15min,3,0.618,0.25,3.0,3,3,off,all,4966,740,0.903,-395.5,-0.13,0.298,-437.9,2/8,2.75,False
15min,3,0.618,0.25,3.0,3,3,off,kz,2635,393,0.968,-67.9,-0.07,0.309,-137.5,2/8,2.75,False
15min,3,0.618,0.25,3.0,3,3,fade,all,3262,486,0.911,-237.7,-0.13,0.301,-262.9,2/8,2.74,False
15min,3,0.618,0.25,3.0,3,3,fade,kz,1697,253,0.953,-64.7,-0.09,0.308,-106.7,4/8,2.75,False
15min,3,0.618,0.25,3.0,3,4,down,all,1619,243,0.9,-132.0,-0.1,0.292,-207.1,3/8,2.77,False
15min,3,0.618,0.25,3.0,3,4,down,kz,893,134,1.011,7.9,0.01,0.315,-93.8,4/8,2.77,False
15min,3,0.618,0.25,3.0,3,4,off,all,4709,702,0.906,-362.5,-0.13,0.296,-419.3,2/8,2.76,False
15min,3,0.618,0.25,3.0,3,4,off,kz,2512,375,0.968,-65.2,-0.07,0.308,-142.7,4/8,2.76,False
15min,3,0.618,0.25,3.0,3,4,fade,all,3090,461,0.909,-230.5,-0.13,0.299,-259.2,1/8,2.75,False
15min,3,0.618,0.25,3.0,3,4,fade,kz,1619,241,0.944,-73.1,-0.1,0.305,-111.8,2/8,2.75,False
15min,3,0.618,0.25,3.0,3,5,down,all,1167,175,0.956,-40.7,-0.05,0.295,-131.8,4/8,2.82,False
15min,3,0.618,0.25,3.0,3,5,down,kz,644,97,1.107,52.5,0.13,0.323,-60.8,4/8,2.82,False
15min,3,0.618,0.25,3.0,3,5,off,all,3367,502,0.905,-260.4,-0.12,0.287,-321.0,2/8,2.81,False
15min,3,0.618,0.25,3.0,3,5,off,kz,1802,269,0.963,-53.7,-0.07,0.297,-109.7,4/8,2.8,False
15min,3,0.618,0.25,3.0,3,5,fade,all,2200,328,0.878,-219.7,-0.14,0.282,-235.5,1/8,2.8,False
15min,3,0.618,0.25,3.0,3,5,fade,kz,1158,175,0.888,-106.2,-0.13,0.283,-119.6,2/8,2.8,False
15min,3,0.618,0.25,3.0,6,3,down,all,1948,291,0.881,-192.2,-0.11,0.289,-263.8,3/8,2.76,False
15min,3,0.618,0.25,3.0,6,3,down,kz,1051,157,0.982,-15.0,-0.02,0.31,-117.8,4/8,2.75,False
15min,3,0.618,0.25,3.0,6,3,off,all,5707,850,0.886,-538.9,-0.14,0.294,-591.6,2/8,2.75,False
15min,3,0.618,0.25,3.0,6,3,off,kz,3016,449,0.94,-146.7,-0.11,0.304,-207.2,1/8,2.75,False
15min,3,0.618,0.25,3.0,6,3,fade,all,3759,560,0.888,-346.7,-0.14,0.297,-376.2,1/8,2.74,False
15min,3,0.618,0.25,3.0,6,3,fade,kz,1965,293,0.918,-131.6,-0.12,0.3,-158.2,2/8,2.74,False
15min,3,0.618,0.25,3.0,6,4,down,all,1844,276,0.893,-162.9,-0.1,0.291,-252.3,3/8,2.77,False
15min,3,0.618,0.25,3.0,6,4,down,kz,997,149,0.994,-4.7,-0.01,0.312,-115.5,4/8,2.76,False
15min,3,0.618,0.25,3.0,6,4,off,all,5397,804,0.884,-514.7,-0.13,0.292,-574.1,1/8,2.76,False
15min,3,0.618,0.25,3.0,6,4,off,kz,2873,428,0.935,-150.8,-0.1,0.301,-217.0,2/8,2.75,False
15min,3,0.618,0.25,3.0,6,4,fade,all,3553,530,0.88,-351.7,-0.14,0.293,-383.4,0/8,2.75,False
15min,3,0.618,0.25,3.0,6,4,fade,kz,1876,280,0.905,-146.2,-0.13,0.296,-172.2,0/8,2.75,False
15min,3,0.618,0.25,3.0,6,5,down,all,1317,197,0.937,-67.4,-0.06,0.291,-167.3,4/8,2.82,False
15min,3,0.618,0.25,3.0,6,5,down,kz,711,107,1.061,33.8,0.07,0.315,-75.9,4/8,2.81,False
15min,3,0.618,0.25,3.0,6,5,off,all,3827,571,0.892,-337.4,-0.13,0.284,-396.1,2/8,2.8,False
15min,3,0.618,0.25,3.0,6,5,off,kz,2038,304,0.945,-90.0,-0.1,0.294,-138.7,3/8,2.8,False
15min,3,0.618,0.25,3.0,6,5,fade,all,2510,374,0.869,-270.0,-0.14,0.28,-286.5,0/8,2.8,False
15min,3,0.618,0.25,3.0,6,5,fade,kz,1327,198,0.886,-123.8,-0.14,0.283,-131.8,0/8,2.8,False
15min,3,0.618,0.25,3.0,10,3,down,all,2116,316,0.881,-207.6,-0.11,0.29,-286.4,3/8,2.77,False
15min,3,0.618,0.25,3.0,10,3,down,kz,1125,168,0.982,-16.1,-0.02,0.311,-122.0,4/8,2.76,False
15min,3,0.618,0.25,3.0,10,3,off,all,6122,912,0.884,-587.6,-0.14,0.294,-646.4,2/8,2.75,False
15min,3,0.618,0.25,3.0,10,3,off,kz,3225,481,0.936,-168.7,-0.11,0.304,-235.3,2/8,2.75,False
15min,3,0.618,0.25,3.0,10,3,fade,all,4006,597,0.885,-380.0,-0.14,0.296,-410.5,1/8,2.74,False
15min,3,0.618,0.25,3.0,10,3,fade,kz,2100,313,0.911,-152.6,-0.12,0.3,-182.4,1/8,2.74,False
15min,3,0.618,0.25,3.0,10,4,down,all,1999,299,0.894,-174.2,-0.09,0.292,-277.3,3/8,2.77,False
15min,3,0.618,0.25,3.0,10,4,down,kz,1064,159,0.998,-1.3,-0.0,0.314,-117.5,4/8,2.77,False
15min,3,0.618,0.25,3.0,10,4,off,all,5774,860,0.883,-555.2,-0.13,0.292,-621.2,1/8,2.76,False
15min,3,0.618,0.25,3.0,10,4,off,kz,3062,456,0.934,-164.2,-0.11,0.302,-231.9,2/8,2.75,False
15min,3,0.618,0.25,3.0,10,4,fade,all,3775,563,0.878,-381.1,-0.14,0.292,-413.8,1/8,2.75,False
15min,3,0.618,0.25,3.0,10,4,fade,kz,1998,298,0.901,-162.9,-0.13,0.295,-190.0,0/8,2.75,False
15min,3,0.618,0.25,3.0,10,5,down,all,1429,214,0.931,-80.4,-0.06,0.291,-185.9,4/8,2.81,False
15min,3,0.618,0.25,3.0,10,5,down,kz,754,113,1.053,31.1,0.06,0.314,-79.1,4/8,2.81,False
15min,3,0.618,0.25,3.0,10,5,off,all,4093,610,0.888,-375.7,-0.13,0.284,-438.3,2/8,2.8,False
15min,3,0.618,0.25,3.0,10,5,off,kz,2164,323,0.935,-113.2,-0.1,0.293,-161.2,3/8,2.8,False
