scenario,entry_zone,sl_buf_atr,min_sweep_atr,k,mss_look,tp_mode,wait_bars,n,per_yr,pf,mar,net,pos,d1_pf,c5_pf,oos_pf,pboot,passed
london,fvg_ce,0.25,0.25,3,48,2R,96,868,130,1.107,0.18,61.3,6/8,0.76,0.98,1.19,0.0887,False
london,fvg_ce,0.25,0.25,3,48,3R,48,805,120,1.173,0.25,104.4,7/8,0.83,1.05,1.28,0.0225,False
london,fvg_ce,0.25,0.25,3,48,3R,96,868,130,1.191,0.35,123.8,7/8,0.86,1.07,1.29,0.0125,False
london,fvg_ce,0.25,0.25,3,48,4R,48,805,120,1.215,0.31,139.1,7/8,0.89,1.1,1.39,0.0112,False
london,fvg_ce,0.25,0.25,3,48,4R,96,868,130,1.218,0.4,151.8,7/8,0.91,1.1,1.38,0.0075,False
london,fvg_ce,0.5,0.0,3,12,range,48,705,105,1.017,0.02,8.1,4/8,0.78,0.89,1.28,0.4537,False
london,fvg_ce,0.5,0.0,3,12,range,96,776,116,1.019,0.03,10.0,5/8,0.83,0.9,1.28,0.4062,False
london,fvg_ce,0.5,0.0,3,12,2R,48,705,105,0.994,-0.01,-2.9,6/8,0.75,0.87,1.23,0.5537,False
london,fvg_ce,0.5,0.0,3,12,2R,96,776,116,1.019,0.03,9.9,6/8,0.79,0.9,1.26,0.415,False
london,fvg_ce,0.5,0.0,3,12,3R,48,705,105,0.983,-0.02,-9.3,5/8,0.79,0.88,1.15,0.5863,False
london,fvg_ce,0.5,0.0,3,12,3R,96,776,116,1.02,0.03,12.3,6/8,0.85,0.92,1.21,0.4,False
london,fvg_ce,0.5,0.0,3,12,4R,48,705,105,1.096,0.14,56.3,6/8,0.91,0.99,1.31,0.1425,False
london,fvg_ce,0.5,0.0,3,12,4R,96,776,116,1.133,0.2,84.8,6/8,0.98,1.03,1.38,0.0712,False
london,fvg_ce,0.5,0.0,3,24,range,48,821,123,1.103,0.22,54.4,6/8,0.84,0.97,1.33,0.0975,False
london,fvg_ce,0.5,0.0,3,24,range,96,880,131,1.106,0.22,59.8,6/8,0.88,0.98,1.31,0.1138,False
london,fvg_ce,0.5,0.0,3,24,2R,48,821,123,1.135,0.33,72.3,6/8,0.84,1.0,1.3,0.0375,False
london,fvg_ce,0.5,0.0,3,24,2R,96,880,131,1.157,0.39,89.7,6/8,0.88,1.03,1.32,0.015,False
london,fvg_ce,0.5,0.0,3,24,3R,48,821,123,1.101,0.2,63.4,6/8,0.87,0.99,1.21,0.0963,False
london,fvg_ce,0.5,0.0,3,24,3R,96,880,131,1.118,0.28,78.9,6/8,0.91,1.01,1.22,0.0712,False
london,fvg_ce,0.5,0.0,3,24,4R,48,821,123,1.183,0.35,121.2,6/8,0.97,1.07,1.29,0.025,False
london,fvg_ce,0.5,0.0,3,24,4R,96,880,131,1.203,0.4,143.7,6/8,1.01,1.09,1.3,0.0025,False
london,fvg_ce,0.5,0.0,3,48,range,48,938,140,1.144,0.35,83.1,5/8,0.83,1.01,1.36,0.03,False
london,fvg_ce,0.5,0.0,3,48,range,96,991,148,1.139,0.32,84.9,5/8,0.85,1.01,1.36,0.0275,False
london,fvg_ce,0.5,0.0,3,48,2R,48,940,140,1.205,0.64,122.7,6/8,0.85,1.07,1.34,0.005,False
london,fvg_ce,0.5,0.0,3,48,2R,96,993,148,1.209,0.61,131.9,5/8,0.87,1.08,1.35,0.0013,False
london,fvg_ce,0.5,0.0,3,48,3R,48,940,140,1.193,0.49,135.1,7/8,0.9,1.08,1.29,0.005,False
london,fvg_ce,0.5,0.0,3,48,3R,96,993,148,1.203,0.59,149.2,7/8,0.93,1.09,1.3,0.005,False
london,fvg_ce,0.5,0.0,3,48,4R,48,940,140,1.29,0.88,214.2,6/8,0.99,1.17,1.32,0.0,False
london,fvg_ce,0.5,0.0,3,48,4R,96,993,148,1.298,0.96,231.8,6/8,1.02,1.18,1.35,0.0,False
london,fvg_ce,0.5,0.1,3,12,range,48,649,97,0.975,-0.03,-11.0,4/8,0.76,0.86,1.16,0.6262,False
london,fvg_ce,0.5,0.1,3,12,range,96,717,107,0.984,-0.02,-7.6,5/8,0.82,0.87,1.19,0.5837,False
london,fvg_ce,0.5,0.1,3,12,2R,48,649,97,0.973,-0.03,-12.2,6/8,0.74,0.86,1.15,0.6412,False
london,fvg_ce,0.5,0.1,3,12,2R,96,717,107,0.99,-0.01,-5.0,6/8,0.78,0.88,1.18,0.5613,False
london,fvg_ce,0.5,0.1,3,12,3R,48,649,97,1.011,0.01,5.4,6/8,0.82,0.91,1.15,0.4575,False
london,fvg_ce,0.5,0.1,3,12,3R,96,717,107,1.036,0.06,20.4,6/8,0.88,0.93,1.2,0.32,False
london,fvg_ce,0.5,0.1,3,12,4R,48,649,97,1.085,0.12,45.8,6/8,0.92,0.98,1.26,0.205,False
london,fvg_ce,0.5,0.1,3,12,4R,96,717,107,1.111,0.17,65.8,6/8,0.98,1.01,1.31,0.1,False
london,fvg_ce,0.5,0.1,3,24,range,48,765,114,1.054,0.09,26.4,6/8,0.83,0.93,1.19,0.2775,False
london,fvg_ce,0.5,0.1,3,24,range,96,829,124,1.06,0.11,31.9,6/8,0.87,0.94,1.18,0.2487,False
london,fvg_ce,0.5,0.1,3,24,2R,48,765,114,1.103,0.21,52.0,6/8,0.84,0.98,1.21,0.105,False
london,fvg_ce,0.5,0.1,3,24,2R,96,829,124,1.129,0.32,69.8,6/8,0.88,1.01,1.23,0.0475,False
london,fvg_ce,0.5,0.1,3,24,3R,48,765,114,1.109,0.21,63.3,6/8,0.9,1.0,1.16,0.1075,False
london,fvg_ce,0.5,0.1,3,24,3R,96,829,124,1.126,0.31,79.1,6/8,0.94,1.02,1.17,0.055,False
london,fvg_ce,0.5,0.1,3,24,4R,48,765,114,1.157,0.3,97.0,6/8,0.97,1.05,1.21,0.0475,False
london,fvg_ce,0.5,0.1,3,24,4R,96,829,124,1.175,0.4,116.8,6/8,1.01,1.07,1.23,0.0187,False
london,fvg_ce,0.5,0.1,3,48,range,48,897,134,1.088,0.2,47.9,6/8,0.81,0.96,1.2,0.135,False
london,fvg_ce,0.5,0.1,3,48,range,96,957,143,1.086,0.18,49.8,5/8,0.84,0.96,1.21,0.1313,False
london,fvg_ce,0.5,0.1,3,48,2R,48,899,134,1.166,0.46,96.4,7/8,0.84,1.04,1.25,0.0125,False
london,fvg_ce,0.5,0.1,3,48,2R,96,959,143,1.173,0.51,106.4,6/8,0.86,1.05,1.25,0.0088,False
london,fvg_ce,0.5,0.1,3,48,3R,48,899,134,1.199,0.39,132.0,7/8,0.92,1.09,1.27,0.0037,False
london,fvg_ce,0.5,0.1,3,48,3R,96,959,143,1.203,0.5,144.0,7/8,0.94,1.09,1.27,0.0013,False
london,fvg_ce,0.5,0.1,3,48,4R,48,899,134,1.267,0.64,188.5,7/8,0.99,1.16,1.26,0.0013,False
london,fvg_ce,0.5,0.1,3,48,4R,96,959,143,1.266,0.77,200.5,6/8,1.01,1.16,1.28,0.0,False
london,fvg_ce,0.5,0.25,3,12,range,48,560,84,0.911,-0.07,-34.0,3/8,0.72,0.8,1.13,0.8387,False
london,fvg_ce,0.5,0.25,3,12,range,96,625,94,0.91,-0.07,-38.1,3/8,0.73,0.81,1.13,0.8475,False
london,fvg_ce,0.5,0.25,3,12,2R,48,560,84,0.933,-0.06,-26.7,5/8,0.73,0.83,1.12,0.78,False
london,fvg_ce,0.5,0.25,3,12,2R,96,625,94,0.951,-0.05,-21.5,6/8,0.75,0.85,1.13,0.7362,False
london,fvg_ce,0.5,0.25,3,12,3R,48,560,84,0.987,-0.02,-6.0,4/8,0.81,0.89,1.13,0.5587,False
london,fvg_ce,0.5,0.25,3,12,3R,96,625,94,1.003,0.0,1.2,5/8,0.84,0.91,1.14,0.4788,False
london,fvg_ce,0.5,0.25,3,12,4R,48,560,84,1.117,0.13,54.1,6/8,0.96,1.02,1.37,0.1425,False
london,fvg_ce,0.5,0.25,3,12,4R,96,625,94,1.123,0.17,63.4,6/8,0.98,1.02,1.36,0.1375,False
london,fvg_ce,0.5,0.25,3,24,range,48,667,100,0.967,-0.04,-14.3,3/8,0.76,0.86,1.15,0.67,False
london,fvg_ce,0.5,0.25,3,24,range,96,734,110,0.97,-0.03,-14.2,4/8,0.77,0.86,1.12,0.6787,False
london,fvg_ce,0.5,0.25,3,24,2R,48,667,100,1.03,0.04,13.6,6/8,0.79,0.92,1.14,0.3675,False
london,fvg_ce,0.5,0.25,3,24,2R,96,734,110,1.052,0.1,25.6,6/8,0.82,0.94,1.12,0.2562,False
london,fvg_ce,0.5,0.25,3,24,3R,48,667,100,1.024,0.03,12.4,5/8,0.84,0.93,1.08,0.3912,False
london,fvg_ce,0.5,0.25,3,24,3R,96,734,110,1.038,0.07,21.5,5/8,0.86,0.94,1.05,0.3287,False
london,fvg_ce,0.5,0.25,3,24,4R,48,667,100,1.135,0.19,72.9,6/8,0.96,1.04,1.28,0.085,False
london,fvg_ce,0.5,0.25,3,24,4R,96,734,110,1.139,0.25,82.3,6/8,0.97,1.04,1.24,0.0612,False
london,fvg_ce,0.5,0.25,3,48,range,48,804,120,1.037,0.05,17.8,6/8,0.77,0.92,1.2,0.345,False
london,fvg_ce,0.5,0.25,3,48,range,96,867,130,1.028,0.04,14.6,6/8,0.77,0.91,1.19,0.3513,False
london,fvg_ce,0.5,0.25,3,48,2R,48,808,121,1.139,0.24,73.0,7/8,0.83,1.02,1.27,0.0312,False
london,fvg_ce,0.5,0.25,3,48,2R,96,871,130,1.142,0.3,80.1,7/8,0.84,1.03,1.26,0.035,False
london,fvg_ce,0.5,0.25,3,48,3R,48,808,121,1.171,0.27,102.5,7/8,0.91,1.07,1.35,0.0125,False
london,fvg_ce,0.5,0.25,3,48,3R,96,871,130,1.167,0.32,107.8,7/8,0.91,1.07,1.31,0.0275,False
london,fvg_ce,0.5,0.25,3,48,4R,48,808,121,1.286,0.47,178.9,7/8,1.01,1.18,1.4,0.0013,False
london,fvg_ce,0.5,0.25,3,48,4R,96,871,130,1.266,0.53,180.3,7/8,1.01,1.16,1.36,0.0013,False
london,range_ote,0.05,0.0,3,12,range,48,571,86,1.168,0.19,100.1,4/8,1.33,0.96,2.01,0.0975,False
london,range_ote,0.05,0.0,3,12,range,96,672,100,1.174,0.21,118.7,4/8,1.27,0.97,1.93,0.07,False
london,range_ote,0.05,0.0,3,12,2R,48,571,86,1.131,0.18,45.8,6/8,0.72,0.8,1.54,0.0887,False
london,range_ote,0.05,0.0,3,12,2R,96,672,100,1.187,0.29,75.9,7/8,0.74,0.86,1.53,0.0163,False
london,range_ote,0.05,0.0,3,12,3R,48,571,86,1.151,0.18,67.5,6/8,0.92,0.88,1.8,0.0612,False
london,range_ote,0.05,0.0,3,12,3R,96,672,100,1.186,0.3,96.5,6/8,0.91,0.92,1.71,0.02,False
london,range_ote,0.05,0.0,3,12,4R,48,571,86,1.108,0.11,55.9,4/8,0.96,0.88,1.73,0.145,False
london,range_ote,0.05,0.0,3,12,4R,96,672,100,1.151,0.18,90.5,4/8,0.94,0.92,1.69,0.0475,False
london,range_ote,0.05,0.0,3,24,range,48,641,96,1.297,0.45,191.3,5/8,1.29,1.07,2.02,0.0163,False
london,range_ote,0.05,0.0,3,24,range,96,747,112,1.268,0.44,197.5,5/8,1.26,1.05,1.91,0.0075,False
london,range_ote,0.05,0.0,3,24,2R,48,641,96,1.12,0.18,47.4,5/8,0.69,0.8,1.37,0.0762,False
london,range_ote,0.05,0.0,3,24,2R,96,747,112,1.122,0.18,56.3,5/8,0.74,0.81,1.38,0.0712,False
london,range_ote,0.05,0.0,3,24,3R,48,641,96,1.209,0.42,102.9,6/8,0.93,0.93,1.72,0.01,False
london,range_ote,0.05,0.0,3,24,3R,96,747,112,1.212,0.42,120.9,6/8,0.95,0.95,1.61,0.005,False
london,range_ote,0.05,0.0,3,24,4R,48,641,96,1.201,0.3,113.1,6/8,0.98,0.96,1.68,0.0187,False
london,range_ote,0.05,0.0,3,24,4R,96,747,112,1.224,0.37,145.2,6/8,1.01,0.98,1.62,0.0013,False
london,range_ote,0.05,0.0,3,48,range,48,730,109,1.331,0.56,233.4,4/8,1.27,1.1,2.02,0.0037,False
london,range_ote,0.05,0.0,3,48,range,96,833,124,1.322,0.54,255.1,6/8,1.27,1.09,2.0,0.0013,False
london,range_ote,0.05,0.0,3,48,2R,48,730,109,1.193,0.37,85.1,6/8,0.7,0.87,1.53,0.005,False
london,range_ote,0.05,0.0,3,48,2R,96,833,124,1.198,0.4,99.7,6/8,0.74,0.88,1.54,0.0025,False
london,range_ote,0.05,0.0,3,48,3R,48,730,109,1.257,0.67,141.6,5/8,0.94,0.98,1.8,0.0,False
london,range_ote,0.05,0.0,3,48,3R,96,833,124,1.272,0.7,170.3,5/8,0.96,1.0,1.75,0.0,False
london,range_ote,0.05,0.0,3,48,4R,48,730,109,1.248,0.54,156.2,5/8,0.98,1.0,1.77,0.0025,False
london,range_ote,0.05,0.0,3,48,4R,96,833,124,1.282,0.71,200.8,5/8,1.02,1.04,1.75,0.0,False
london,range_ote,0.05,0.1,3,12,range,48,522,78,1.139,0.14,73.6,3/8,1.39,0.94,1.76,0.1512,False
london,range_ote,0.05,0.1,3,12,range,96,619,92,1.144,0.17,88.4,3/8,1.3,0.95,1.69,0.125,False
london,range_ote,0.05,0.1,3,12,2R,48,522,78,1.099,0.13,32.8,6/8,1.01,0.8,1.42,0.145,False
london,range_ote,0.05,0.1,3,12,2R,96,619,92,1.146,0.25,56.4,7/8,0.98,0.85,1.38,0.0413,False
london,range_ote,0.05,0.1,3,12,3R,48,522,78,1.112,0.13,46.7,5/8,0.9,0.87,1.57,0.12,False
london,range_ote,0.05,0.1,3,12,3R,96,619,92,1.15,0.24,73.0,5/8,0.88,0.91,1.48,0.045,False
london,range_ote,0.05,0.1,3,12,4R,48,522,78,1.063,0.06,29.9,3/8,0.93,0.86,1.59,0.265,False
london,range_ote,0.05,0.1,3,12,4R,96,619,92,1.108,0.16,59.9,5/8,0.9,0.9,1.53,0.1313,False
london,range_ote,0.05,0.1,3,24,range,48,590,88,1.194,0.25,113.3,4/8,1.27,0.99,1.64,0.0612,False
london,range_ote,0.05,0.1,3,24,range,96,697,104,1.158,0.22,107.6,5/8,1.24,0.96,1.57,0.0725,False
london,range_ote,0.05,0.1,3,24,2R,48,590,88,1.096,0.15,36.0,6/8,0.97,0.81,1.26,0.1325,False
london,range_ote,0.05,0.1,3,24,2R,96,697,104,1.087,0.14,38.9,4/8,0.97,0.81,1.25,0.12,False
london,range_ote,0.05,0.1,3,24,3R,48,590,88,1.157,0.21,72.3,5/8,0.89,0.91,1.53,0.0425,False
london,range_ote,0.05,0.1,3,24,3R,96,697,104,1.144,0.21,78.6,5/8,0.91,0.91,1.44,0.055,False
london,range_ote,0.05,0.1,3,24,4R,48,590,88,1.141,0.18,73.8,4/8,0.94,0.92,1.54,0.0737,False
london,range_ote,0.05,0.1,3,24,4R,96,697,104,1.141,0.2,87.0,5/8,0.97,0.93,1.48,0.0488,False
london,range_ote,0.05,0.1,3,48,range,48,684,102,1.238,0.36,154.6,4/8,1.28,1.03,1.69,0.0213,False
london,range_ote,0.05,0.1,3,48,range,96,792,118,1.222,0.33,164.7,5/8,1.26,1.02,1.69,0.0187,False
london,range_ote,0.05,0.1,3,48,2R,48,684,102,1.167,0.29,70.9,5/8,0.95,0.87,1.43,0.0338,False
london,range_ote,0.05,0.1,3,48,2R,96,792,118,1.165,0.32,80.9,5/8,0.96,0.88,1.44,0.0163,False
london,range_ote,0.05,0.1,3,48,3R,48,684,102,1.229,0.42,119.6,6/8,0.93,0.98,1.67,0.0112,False
london,range_ote,0.05,0.1,3,48,3R,96,792,118,1.225,0.42,136.0,6/8,0.95,0.98,1.61,0.005,False
london,range_ote,0.05,0.1,3,48,4R,48,684,102,1.2,0.38,119.2,6/8,0.97,0.98,1.66,0.0213,False
london,range_ote,0.05,0.1,3,48,4R,96,792,118,1.212,0.42,145.1,6/8,0.99,1.0,1.62,0.0063,False
london,range_ote,0.05,0.25,3,12,range,48,446,67,1.01,0.01,4.4,3/8,0.97,0.84,1.55,0.4825,False
london,range_ote,0.05,0.25,3,12,range,96,535,80,1.036,0.04,19.1,3/8,0.92,0.87,1.53,0.3937,False
london,range_ote,0.05,0.25,3,12,2R,48,446,67,0.981,-0.02,-5.7,5/8,0.62,0.73,1.29,0.6,False
london,range_ote,0.05,0.25,3,12,2R,96,535,80,1.042,0.06,14.9,6/8,0.63,0.79,1.27,0.3325,False
london,range_ote,0.05,0.25,3,12,3R,48,446,67,0.994,-0.0,-2.1,4/8,0.7,0.79,1.52,0.5375,False
london,range_ote,0.05,0.25,3,12,3R,96,535,80,1.055,0.06,24.0,5/8,0.7,0.85,1.45,0.3,False
london,range_ote,0.05,0.25,3,12,4R,48,446,67,0.932,-0.04,-28.4,3/8,0.68,0.76,1.42,0.7538,False
london,range_ote,0.05,0.25,3,12,4R,96,535,80,1.007,0.01,3.5,4/8,0.68,0.83,1.4,0.5,False
london,range_ote,0.05,0.25,3,24,range,48,513,77,1.13,0.14,65.4,6/8,0.99,0.95,1.56,0.165,False
london,range_ote,0.05,0.25,3,24,range,96,613,92,1.101,0.11,59.8,6/8,0.96,0.93,1.48,0.1925,False
london,range_ote,0.05,0.25,3,24,2R,48,513,77,1.044,0.08,14.9,5/8,0.62,0.79,1.15,0.335,False
london,range_ote,0.05,0.25,3,24,2R,96,613,92,1.036,0.07,14.6,4/8,0.66,0.79,1.09,0.345,False
london,range_ote,0.05,0.25,3,24,3R,48,513,77,1.102,0.13,41.9,5/8,0.76,0.88,1.49,0.1638,False
london,range_ote,0.05,0.25,3,24,3R,96,613,92,1.099,0.14,48.0,6/8,0.78,0.89,1.33,0.145,False
london,range_ote,0.05,0.25,3,24,4R,48,513,77,1.124,0.13,56.3,5/8,0.78,0.92,1.56,0.1175,False
london,range_ote,0.05,0.25,3,24,4R,96,613,92,1.132,0.18,71.1,6/8,0.82,0.94,1.41,0.085,False
london,range_ote,0.05,0.25,3,48,range,48,612,92,1.164,0.18,93.9,5/8,0.97,0.98,1.61,0.0862,False
london,range_ote,0.05,0.25,3,48,range,96,715,107,1.176,0.2,115.7,6/8,0.95,0.99,1.66,0.0512,False
london,range_ote,0.05,0.25,3,48,2R,48,612,92,1.106,0.19,41.5,5/8,0.61,0.85,1.29,0.1113,False
london,range_ote,0.05,0.25,3,48,2R,96,715,107,1.113,0.24,51.7,5/8,0.64,0.86,1.3,0.07,False
london,range_ote,0.05,0.25,3,48,3R,48,612,92,1.165,0.22,78.9,5/8,0.77,0.95,1.58,0.045,False
london,range_ote,0.05,0.25,3,48,3R,96,715,107,1.181,0.26,100.3,6/8,0.77,0.97,1.54,0.0112,False
london,range_ote,0.05,0.25,3,48,4R,48,612,92,1.176,0.2,94.0,5/8,0.79,0.98,1.62,0.0375,False
london,range_ote,0.05,0.25,3,48,4R,96,715,107,1.209,0.3,128.7,7/8,0.8,1.01,1.58,0.0088,False
london,range_ote,0.1,0.0,3,12,range,48,575,86,1.138,0.14,79.3,4/8,0.97,0.94,1.94,0.1163,False
london,range_ote,0.1,0.0,3,12,range,96,677,101,1.138,0.15,91.2,4/8,0.96,0.95,1.85,0.1025,False
london,range_ote,0.1,0.0,3,12,2R,48,575,86,1.056,0.05,21.1,5/8,2.13,0.78,1.48,0.2812,False
london,range_ote,0.1,0.0,3,12,2R,96,677,101,1.115,0.14,49.7,7/8,1.98,0.84,1.43,0.0838,False
london,range_ote,0.1,0.0,3,12,3R,48,575,86,1.1,0.1,46.2,5/8,0.73,0.87,1.66,0.15,False
london,range_ote,0.1,0.0,3,12,3R,96,677,101,1.143,0.18,76.5,4/8,0.76,0.91,1.59,0.05,False
london,range_ote,0.1,0.0,3,12,4R,48,575,86,1.049,0.05,26.1,3/8,0.75,0.85,1.65,0.3113,False
london,range_ote,0.1,0.0,3,12,4R,96,677,101,1.079,0.1,48.3,4/8,0.75,0.88,1.63,0.1737,False
london,range_ote,0.1,0.0,3,24,range,48,648,97,1.23,0.32,144.7,5/8,1.5,1.02,1.87,0.0362,False
london,range_ote,0.1,0.0,3,24,range,96,755,113,1.2,0.3,144.5,5/8,1.43,1.0,1.76,0.04,False
london,range_ote,0.1,0.0,3,24,2R,48,648,97,1.071,0.09,29.6,5/8,2.12,0.79,1.35,0.1862,False
london,range_ote,0.1,0.0,3,24,2R,96,755,113,1.089,0.12,43.0,6/8,2.08,0.82,1.31,0.1237,False
london,range_ote,0.1,0.0,3,24,3R,48,648,97,1.136,0.19,69.4,6/8,0.95,0.9,1.55,0.0587,False
london,range_ote,0.1,0.0,3,24,3R,96,755,113,1.15,0.23,88.9,5/8,0.96,0.92,1.47,0.0338,False
london,range_ote,0.1,0.0,3,24,4R,48,648,97,1.152,0.23,87.3,5/8,1.05,0.94,1.57,0.0512,False
london,range_ote,0.1,0.0,3,24,4R,96,755,113,1.154,0.26,102.9,4/8,1.03,0.95,1.53,0.0325,False
london,range_ote,0.1,0.0,3,48,range,48,738,110,1.256,0.41,177.4,4/8,0.94,1.05,1.86,0.0075,False
london,range_ote,0.1,0.0,3,48,range,96,842,126,1.257,0.42,199.4,4/8,0.97,1.05,1.87,0.0025,False
london,range_ote,0.1,0.0,3,48,2R,48,738,110,1.137,0.28,64.0,6/8,1.79,0.86,1.48,0.0413,False
london,range_ote,0.1,0.0,3,48,2R,96,842,126,1.158,0.34,83.4,6/8,1.82,0.88,1.49,0.0213,False
london,range_ote,0.1,0.0,3,48,3R,48,738,110,1.172,0.32,98.8,5/8,0.73,0.94,1.6,0.0175,False
london,range_ote,0.1,0.0,3,48,3R,96,842,126,1.205,0.42,133.0,5/8,0.78,0.97,1.59,0.0037,False
london,range_ote,0.1,0.0,3,48,4R,48,738,110,1.176,0.33,114.2,5/8,0.77,0.96,1.6,0.0312,False
london,range_ote,0.1,0.0,3,48,4R,96,842,126,1.201,0.41,147.3,5/8,0.83,0.99,1.63,0.0112,False
london,range_ote,0.1,0.1,3,12,range,48,524,79,1.109,0.11,56.0,3/8,1.11,0.93,1.75,0.19,False
london,range_ote,0.1,0.1,3,12,range,96,622,93,1.108,0.13,64.5,3/8,1.07,0.93,1.66,0.1787,False
london,range_ote,0.1,0.1,3,12,2R,48,524,79,1.008,0.01,2.8,6/8,0.73,0.76,1.37,0.4575,False
london,range_ote,0.1,0.1,3,12,2R,96,622,93,1.061,0.08,24.8,6/8,0.74,0.81,1.28,0.2162,False
london,range_ote,0.1,0.1,3,12,3R,48,524,79,1.052,0.05,22.4,4/8,0.8,0.84,1.54,0.285,False
london,range_ote,0.1,0.1,3,12,3R,96,622,93,1.1,0.13,49.9,4/8,0.81,0.89,1.45,0.1275,False
london,range_ote,0.1,0.1,3,12,4R,48,524,79,1.007,0.01,3.6,3/8,0.81,0.83,1.55,0.4775,False
london,range_ote,0.1,0.1,3,12,4R,96,622,93,1.037,0.05,21.1,4/8,0.79,0.86,1.49,0.3575,False
london,range_ote,0.1,0.1,3,24,range,48,595,89,1.136,0.16,78.3,4/8,1.68,0.95,1.56,0.115,False
london,range_ote,0.1,0.1,3,24,range,96,703,105,1.1,0.12,66.8,3/8,1.56,0.92,1.48,0.1625,False
london,range_ote,0.1,0.1,3,24,2R,48,595,89,1.018,0.02,7.2,6/8,0.91,0.77,1.23,0.395,False
london,range_ote,0.1,0.1,3,24,2R,96,703,105,1.031,0.04,14.3,5/8,1.02,0.79,1.19,0.3262,False
london,range_ote,0.1,0.1,3,24,3R,48,595,89,1.089,0.1,42.6,5/8,1.05,0.88,1.41,0.165,False
london,range_ote,0.1,0.1,3,24,3R,96,703,105,1.089,0.09,50.2,6/8,1.04,0.88,1.35,0.1212,False
london,range_ote,0.1,0.1,3,24,4R,48,595,89,1.087,0.11,46.3,4/8,1.14,0.9,1.44,0.1787,False
london,range_ote,0.1,0.1,3,24,4R,96,703,105,1.075,0.11,47.1,4/8,1.1,0.89,1.4,0.1688,False
london,range_ote,0.1,0.1,3,48,range,48,690,103,1.175,0.24,111.6,4/8,1.01,0.99,1.59,0.0737,False
london,range_ote,0.1,0.1,3,48,range,96,799,119,1.168,0.24,122.3,3/8,1.04,0.98,1.61,0.0525,False
london,range_ote,0.1,0.1,3,48,2R,48,690,103,1.092,0.13,41.2,4/8,0.7,0.84,1.41,0.1212,False
london,range_ote,0.1,0.1,3,48,2R,96,799,119,1.113,0.22,58.5,5/8,0.86,0.87,1.4,0.0737,False
london,range_ote,0.1,0.1,3,48,3R,48,690,103,1.141,0.18,76.4,5/8,0.8,0.93,1.52,0.045,False
london,range_ote,0.1,0.1,3,48,3R,96,799,119,1.157,0.21,98.1,5/8,0.84,0.95,1.5,0.03,False
london,range_ote,0.1,0.1,3,48,4R,48,690,103,1.13,0.2,79.5,6/8,0.83,0.94,1.53,0.0712,False
london,range_ote,0.1,0.1,3,48,4R,96,799,119,1.14,0.24,98.1,5/8,0.87,0.95,1.54,0.0462,False
london,range_ote,0.1,0.25,3,12,range,48,449,68,0.967,-0.03,-14.7,3/8,0.84,0.81,1.46,0.615,False
london,range_ote,0.1,0.25,3,12,range,96,539,81,0.989,-0.01,-5.9,4/8,0.82,0.83,1.43,0.5387,False
london,range_ote,0.1,0.25,3,12,2R,48,449,68,0.914,-0.06,-27.2,5/8,0.59,0.7,1.25,0.8263,False
london,range_ote,0.1,0.25,3,12,2R,96,539,81,0.977,-0.03,-8.5,5/8,0.59,0.76,1.16,0.6175,False
london,range_ote,0.1,0.25,3,12,3R,48,449,68,0.976,-0.02,-9.0,4/8,0.69,0.79,1.46,0.6075,False
london,range_ote,0.1,0.25,3,12,3R,96,539,81,1.041,0.04,17.9,4/8,0.71,0.85,1.39,0.3488,False
london,range_ote,0.1,0.25,3,12,4R,48,449,68,0.897,-0.07,-44.0,3/8,0.66,0.74,1.36,0.8475,False
london,range_ote,0.1,0.25,3,12,4R,96,539,81,0.959,-0.04,-20.3,3/8,0.67,0.8,1.34,0.6737,False
london,range_ote,0.1,0.25,3,24,range,48,516,77,1.078,0.08,38.4,5/8,1.67,0.91,1.42,0.2637,False
london,range_ote,0.1,0.25,3,24,range,96,617,92,1.047,0.05,27.5,6/8,1.52,0.89,1.35,0.3362,False
london,range_ote,0.1,0.25,3,24,2R,48,516,77,1.002,0.0,0.8,4/8,0.89,0.78,1.13,0.4938,False
london,range_ote,0.1,0.25,3,24,2R,96,617,92,1.01,0.02,4.3,4/8,1.0,0.79,1.03,0.465,False
london,range_ote,0.1,0.25,3,24,3R,48,516,77,1.099,0.12,40.5,5/8,1.1,0.9,1.41,0.1425,False
london,range_ote,0.1,0.25,3,24,3R,96,617,92,1.097,0.13,47.5,6/8,1.06,0.9,1.27,0.1487,False
london,range_ote,0.1,0.25,3,24,4R,48,516,77,1.073,0.08,34.0,4/8,1.16,0.9,1.43,0.24,False
london,range_ote,0.1,0.25,3,24,4R,96,617,92,1.065,0.1,36.1,5/8,1.1,0.89,1.31,0.235,False
london,range_ote,0.1,0.25,3,48,range,48,616,92,1.105,0.11,59.2,5/8,0.85,0.94,1.46,0.1787,False
london,range_ote,0.1,0.25,3,48,range,96,721,108,1.124,0.14,80.3,6/8,0.87,0.95,1.53,0.1313,False
london,range_ote,0.1,0.25,3,48,2R,48,616,92,1.057,0.08,23.2,4/8,0.62,0.83,1.25,0.2712,False
london,range_ote,0.1,0.25,3,48,2R,96,721,108,1.082,0.17,39.0,5/8,0.77,0.86,1.25,0.1313,False
london,range_ote,0.1,0.25,3,48,3R,48,616,92,1.131,0.15,63.6,4/8,0.75,0.93,1.46,0.08,False
london,range_ote,0.1,0.25,3,48,3R,96,721,108,1.158,0.19,88.5,6/8,0.78,0.96,1.45,0.02,False
