scenario,entry_zone,sl_buf_atr,min_sweep_atr,k,mss_look,tp_mode,wait_bars,n,per_yr,pf,mar,net,pos,d1_pf,c5_pf,oos_pf,pboot,passed
london,range_ote,0.1,0.25,3,48,4R,48,616,92,1.084,0.09,45.9,4/8,0.75,0.91,1.46,0.1975,False
london,range_ote,0.1,0.25,3,48,4R,96,721,108,1.12,0.17,76.2,5/8,0.78,0.95,1.49,0.0887,False
london,range_ote,0.25,0.0,3,12,range,48,588,88,1.054,0.06,29.6,4/8,0.83,0.89,1.58,0.2963,False
london,range_ote,0.25,0.0,3,12,range,96,692,103,1.055,0.07,34.5,4/8,1.67,0.9,1.51,0.2825,False
london,range_ote,0.25,0.0,3,12,2R,48,588,88,1.004,0.0,1.8,4/8,1.05,0.79,1.49,0.4813,False
london,range_ote,0.25,0.0,3,12,2R,96,692,103,1.034,0.04,15.9,4/8,1.31,0.83,1.4,0.3,False
london,range_ote,0.25,0.0,3,12,3R,48,588,88,0.955,-0.04,-22.3,3/8,0.66,0.79,1.38,0.6975,False
london,range_ote,0.25,0.0,3,12,3R,96,692,103,0.973,-0.03,-15.8,3/8,1.01,0.81,1.35,0.635,False
london,range_ote,0.25,0.0,3,12,4R,48,588,88,0.993,-0.01,-3.5,5/8,0.73,0.84,1.42,0.5262,False
london,range_ote,0.25,0.0,3,12,4R,96,692,103,1.026,0.03,16.5,5/8,1.15,0.87,1.41,0.3738,False
london,range_ote,0.25,0.0,3,24,range,48,663,99,1.097,0.14,58.3,4/8,0.84,0.93,1.43,0.1613,False
london,range_ote,0.25,0.0,3,24,range,96,774,116,1.08,0.13,55.5,3/8,1.62,0.92,1.35,0.1963,False
london,range_ote,0.25,0.0,3,24,2R,48,663,99,1.024,0.03,10.8,4/8,1.01,0.81,1.31,0.3613,False
london,range_ote,0.25,0.0,3,24,2R,96,774,116,1.048,0.07,24.7,5/8,1.32,0.84,1.28,0.2662,False
london,range_ote,0.25,0.0,3,24,3R,48,663,99,1.022,0.03,12.2,4/8,0.68,0.85,1.29,0.3588,False
london,range_ote,0.25,0.0,3,24,3R,96,774,116,1.028,0.05,17.8,3/8,1.05,0.86,1.24,0.365,False
london,range_ote,0.25,0.0,3,24,4R,48,663,99,1.079,0.13,46.3,5/8,0.76,0.91,1.33,0.17,False
london,range_ote,0.25,0.0,3,24,4R,96,774,116,1.091,0.17,62.4,5/8,1.18,0.93,1.31,0.1388,False
london,range_ote,0.25,0.0,3,48,range,48,754,113,1.165,0.3,107.6,4/8,0.88,0.99,1.46,0.0612,False
london,range_ote,0.25,0.0,3,48,range,96,865,129,1.171,0.34,126.1,4/8,1.64,1.0,1.46,0.0325,False
london,range_ote,0.25,0.0,3,48,2R,48,754,113,1.12,0.25,59.1,5/8,1.05,0.9,1.35,0.0563,False
london,range_ote,0.25,0.0,3,48,2R,96,865,129,1.135,0.3,75.7,5/8,1.34,0.92,1.36,0.0387,False
london,range_ote,0.25,0.0,3,48,3R,48,754,113,1.065,0.12,39.3,5/8,0.73,0.89,1.3,0.2162,False
london,range_ote,0.25,0.0,3,48,3R,96,865,129,1.081,0.18,56.3,5/8,1.08,0.91,1.3,0.1462,False
london,range_ote,0.25,0.0,3,48,4R,48,754,113,1.134,0.3,88.4,5/8,0.82,0.97,1.35,0.0663,False
london,range_ote,0.25,0.0,3,48,4R,96,865,129,1.158,0.38,118.7,5/8,1.22,0.99,1.38,0.025,False
london,range_ote,0.25,0.1,3,12,range,48,536,80,0.99,-0.01,-4.9,3/8,0.81,0.84,1.39,0.5363,False
london,range_ote,0.25,0.1,3,12,range,96,638,95,0.998,-0.0,-1.1,2/8,1.7,0.85,1.32,0.5075,False
london,range_ote,0.25,0.1,3,12,2R,48,536,80,0.928,-0.05,-27.5,4/8,0.99,0.75,1.35,0.7837,False
london,range_ote,0.25,0.1,3,12,2R,96,638,95,0.962,-0.04,-16.9,4/8,1.24,0.78,1.25,0.7013,False
london,range_ote,0.25,0.1,3,12,3R,48,536,80,0.885,-0.08,-53.1,2/8,0.63,0.74,1.27,0.8975,False
london,range_ote,0.25,0.1,3,12,3R,96,638,95,0.911,-0.07,-48.1,2/8,0.99,0.77,1.21,0.8675,False
london,range_ote,0.25,0.1,3,12,4R,48,536,80,0.925,-0.06,-37.2,3/8,0.69,0.79,1.28,0.7863,False
london,range_ote,0.25,0.1,3,12,4R,96,638,95,0.958,-0.04,-24.6,4/8,1.13,0.82,1.25,0.6637,False
london,range_ote,0.25,0.1,3,24,range,48,607,91,1.011,0.01,5.8,3/8,0.81,0.86,1.21,0.4525,False
london,range_ote,0.25,0.1,3,24,range,96,721,108,0.991,-0.01,-5.6,2/8,1.64,0.85,1.16,0.5663,False
london,range_ote,0.25,0.1,3,24,2R,48,607,91,0.95,-0.05,-21.2,4/8,0.95,0.77,1.19,0.71,False
london,range_ote,0.25,0.1,3,24,2R,96,721,108,0.973,-0.03,-13.5,4/8,1.27,0.79,1.18,0.6288,False
london,range_ote,0.25,0.1,3,24,3R,48,607,91,0.953,-0.05,-24.0,3/8,0.66,0.8,1.19,0.6925,False
london,range_ote,0.25,0.1,3,24,3R,96,721,108,0.951,-0.05,-29.4,2/8,1.05,0.8,1.14,0.74,False
london,range_ote,0.25,0.1,3,24,4R,48,607,91,1.008,0.01,4.4,5/8,0.73,0.86,1.18,0.4575,False
london,range_ote,0.25,0.1,3,24,4R,96,721,108,1.012,0.02,7.7,5/8,1.17,0.87,1.15,0.4738,False
london,range_ote,0.25,0.1,3,48,range,48,704,105,1.086,0.12,52.1,4/8,0.87,0.93,1.25,0.1775,False
london,range_ote,0.25,0.1,3,48,range,96,822,123,1.088,0.13,61.4,5/8,1.66,0.93,1.27,0.165,False
london,range_ote,0.25,0.1,3,48,2R,48,704,105,1.058,0.08,27.6,5/8,1.01,0.86,1.28,0.2375,False
london,range_ote,0.25,0.1,3,48,2R,96,822,123,1.077,0.11,42.2,5/8,1.31,0.88,1.3,0.14,False
london,range_ote,0.25,0.1,3,48,3R,48,704,105,1.016,0.02,9.5,4/8,0.73,0.86,1.25,0.4138,False
london,range_ote,0.25,0.1,3,48,3R,96,822,123,1.022,0.03,14.9,5/8,1.09,0.87,1.23,0.3862,False
london,range_ote,0.25,0.1,3,48,4R,48,704,105,1.067,0.1,41.4,6/8,0.79,0.92,1.23,0.2125,False
london,range_ote,0.25,0.1,3,48,4R,96,822,123,1.082,0.14,59.2,6/8,1.21,0.93,1.24,0.16,False
london,range_ote,0.25,0.25,3,12,range,48,458,69,0.888,-0.08,-47.7,2/8,0.73,0.76,1.23,0.845,False
london,range_ote,0.25,0.25,3,12,range,96,551,83,0.901,-0.08,-49.9,2/8,0.71,0.77,1.19,0.8413,False
london,range_ote,0.25,0.25,3,12,2R,48,458,69,0.841,-0.09,-54.0,3/8,0.66,0.68,1.28,0.9613,False
london,range_ote,0.25,0.25,3,12,2R,96,551,83,0.892,-0.08,-43.0,4/8,0.64,0.73,1.16,0.9225,False
london,range_ote,0.25,0.25,3,12,3R,48,458,69,0.817,-0.1,-73.6,2/8,0.7,0.69,1.16,0.9738,False
london,range_ote,0.25,0.25,3,12,3R,96,551,83,0.856,-0.09,-68.2,2/8,0.68,0.73,1.12,0.97,False
london,range_ote,0.25,0.25,3,12,4R,48,458,69,0.87,-0.08,-55.7,4/8,0.78,0.74,1.17,0.9,False
london,range_ote,0.25,0.25,3,12,4R,96,551,83,0.929,-0.06,-35.8,4/8,0.77,0.8,1.15,0.7937,False
london,range_ote,0.25,0.25,3,24,range,48,525,79,0.936,-0.06,-30.7,1/8,0.72,0.8,1.11,0.7137,False
london,range_ote,0.25,0.25,3,24,range,96,631,94,0.916,-0.06,-47.4,3/8,0.74,0.79,1.06,0.8175,False
london,range_ote,0.25,0.25,3,24,2R,48,525,79,0.912,-0.08,-33.1,3/8,0.66,0.74,1.13,0.8688,False
london,range_ote,0.25,0.25,3,24,2R,96,631,94,0.931,-0.06,-31.0,3/8,0.72,0.77,1.03,0.8313,False
london,range_ote,0.25,0.25,3,24,3R,48,525,79,0.906,-0.09,-41.9,2/8,0.7,0.77,1.1,0.8638,False
london,range_ote,0.25,0.25,3,24,3R,96,631,94,0.911,-0.08,-47.2,2/8,0.76,0.78,1.0,0.86,False
london,range_ote,0.25,0.25,3,24,4R,48,525,79,0.974,-0.03,-12.4,4/8,0.79,0.84,1.1,0.615,False
london,range_ote,0.25,0.25,3,24,4R,96,631,94,0.988,-0.02,-7.0,5/8,0.86,0.85,1.04,0.5563,False
london,range_ote,0.25,0.25,3,48,range,48,626,94,0.989,-0.01,-6.0,5/8,0.75,0.85,1.14,0.56,False
london,range_ote,0.25,0.25,3,48,range,96,739,110,1.006,0.01,3.7,4/8,1.21,0.87,1.21,0.4662,False
london,range_ote,0.25,0.25,3,48,2R,48,626,94,1.004,0.0,1.7,4/8,0.72,0.83,1.18,0.4938,False
london,range_ote,0.25,0.25,3,48,2R,96,739,110,1.026,0.04,12.9,4/8,1.08,0.85,1.18,0.3762,False
london,range_ote,0.25,0.25,3,48,3R,48,626,94,0.964,-0.04,-18.7,4/8,0.75,0.82,1.14,0.6837,False
london,range_ote,0.25,0.25,3,48,3R,96,739,110,0.985,-0.02,-9.0,4/8,1.15,0.85,1.14,0.5487,False
london,range_ote,0.25,0.25,3,48,4R,48,626,94,1.024,0.03,13.2,5/8,0.82,0.89,1.16,0.4412,False
london,range_ote,0.25,0.25,3,48,4R,96,739,110,1.068,0.1,43.9,5/8,1.32,0.93,1.22,0.2,False
london,range_ote,0.5,0.0,3,12,range,48,593,89,0.934,-0.05,-33.0,3/8,0.79,0.81,1.36,0.7488,False
london,range_ote,0.5,0.0,3,12,range,96,700,105,0.922,-0.06,-45.8,3/8,0.79,0.8,1.27,0.8287,False
london,range_ote,0.5,0.0,3,12,2R,48,593,89,0.936,-0.05,-26.9,3/8,0.74,0.79,1.44,0.7937,False
london,range_ote,0.5,0.0,3,12,2R,96,700,105,0.943,-0.04,-28.3,3/8,1.06,0.8,1.36,0.7688,False
london,range_ote,0.5,0.0,3,12,3R,48,593,89,0.938,-0.05,-30.5,5/8,0.75,0.81,1.28,0.7575,False
london,range_ote,0.5,0.0,3,12,3R,96,700,105,0.955,-0.04,-25.9,4/8,0.8,0.83,1.26,0.7362,False
london,range_ote,0.5,0.0,3,12,4R,48,593,89,0.944,-0.05,-29.9,4/8,0.78,0.83,1.25,0.7137,False
london,range_ote,0.5,0.0,3,12,4R,96,700,105,0.976,-0.03,-14.9,4/8,0.84,0.86,1.23,0.6,False
london,range_ote,0.5,0.0,3,24,range,48,668,100,0.98,-0.02,-11.1,3/8,0.79,0.85,1.25,0.5387,False
london,range_ote,0.5,0.0,3,24,range,96,781,117,0.957,-0.05,-27.8,2/8,0.82,0.83,1.15,0.6963,False
london,range_ote,0.5,0.0,3,24,2R,48,668,100,0.974,-0.03,-12.1,3/8,0.73,0.82,1.28,0.605,False
london,range_ote,0.5,0.0,3,24,2R,96,781,117,0.953,-0.05,-25.8,2/8,0.75,0.81,1.15,0.7238,False
london,range_ote,0.5,0.0,3,24,3R,48,668,100,0.998,-0.0,-1.0,5/8,0.76,0.87,1.16,0.4888,False
london,range_ote,0.5,0.0,3,24,3R,96,781,117,0.995,-0.01,-3.1,4/8,0.8,0.87,1.11,0.5312,False
london,range_ote,0.5,0.0,3,24,4R,48,668,100,1.008,0.01,4.9,4/8,0.81,0.89,1.13,0.4375,False
london,range_ote,0.5,0.0,3,24,4R,96,781,117,1.019,0.03,13.3,4/8,0.85,0.9,1.08,0.405,False
london,range_ote,0.5,0.0,3,48,range,48,764,114,1.065,0.09,38.8,3/8,0.92,0.93,1.32,0.23,False
london,range_ote,0.5,0.0,3,48,range,96,877,131,1.064,0.09,43.3,4/8,0.96,0.93,1.29,0.1975,False
london,range_ote,0.5,0.0,3,48,2R,48,764,114,1.062,0.08,32.0,5/8,0.85,0.91,1.32,0.1925,False
london,range_ote,0.5,0.0,3,48,2R,96,877,131,1.055,0.08,32.6,5/8,0.88,0.9,1.26,0.2037,False
london,range_ote,0.5,0.0,3,48,3R,48,764,114,1.058,0.1,35.3,4/8,0.88,0.92,1.2,0.225,False
london,range_ote,0.5,0.0,3,48,3R,96,877,131,1.075,0.15,52.3,5/8,0.93,0.94,1.21,0.16,False
london,range_ote,0.5,0.0,3,48,4R,48,764,114,1.081,0.1,53.6,5/8,0.95,0.96,1.25,0.1725,False
london,range_ote,0.5,0.0,3,48,4R,96,877,131,1.121,0.19,90.6,5/8,1.01,0.99,1.26,0.0788,False
london,range_ote,0.5,0.1,3,12,range,48,541,81,0.915,-0.07,-38.3,3/8,0.83,0.8,1.23,0.8275,False
london,range_ote,0.5,0.1,3,12,range,96,646,96,0.904,-0.08,-51.6,2/8,0.82,0.79,1.14,0.885,False
london,range_ote,0.5,0.1,3,12,2R,48,541,81,0.91,-0.07,-35.0,3/8,0.75,0.77,1.28,0.8588,False
london,range_ote,0.5,0.1,3,12,2R,96,646,96,0.92,-0.07,-37.1,2/8,1.09,0.78,1.19,0.8675,False
london,range_ote,0.5,0.1,3,12,3R,48,541,81,0.926,-0.07,-33.1,5/8,0.78,0.81,1.23,0.8175,False
london,range_ote,0.5,0.1,3,12,3R,96,646,96,0.943,-0.06,-30.4,4/8,0.82,0.82,1.18,0.7875,False
london,range_ote,0.5,0.1,3,12,4R,48,541,81,0.946,-0.05,-25.9,3/8,0.83,0.83,1.23,0.7275,False
london,range_ote,0.5,0.1,3,12,4R,96,646,96,0.971,-0.03,-16.5,4/8,0.87,0.86,1.17,0.6238,False
london,range_ote,0.5,0.1,3,24,range,48,613,92,0.936,-0.06,-32.2,2/8,0.81,0.82,1.07,0.7438,False
london,range_ote,0.5,0.1,3,24,range,96,730,109,0.904,-0.1,-57.7,2/8,0.8,0.79,1.0,0.915,False
london,range_ote,0.5,0.1,3,24,2R,48,613,92,0.93,-0.08,-30.4,2/8,0.72,0.79,1.12,0.8113,False
london,range_ote,0.5,0.1,3,24,2R,96,730,109,0.901,-0.1,-51.8,3/8,0.99,0.77,1.01,0.9187,False
london,range_ote,0.5,0.1,3,24,3R,48,613,92,0.986,-0.02,-7.2,4/8,0.78,0.86,1.09,0.5687,False
london,range_ote,0.5,0.1,3,24,3R,96,730,109,0.963,-0.06,-21.8,4/8,0.79,0.84,1.02,0.695,False
london,range_ote,0.5,0.1,3,24,4R,48,613,92,1.016,0.02,8.4,4/8,0.85,0.9,1.04,0.4213,False
london,range_ote,0.5,0.1,3,24,4R,96,730,109,1.007,0.01,4.3,4/8,0.85,0.89,0.98,0.5038,False
london,range_ote,0.5,0.1,3,48,range,48,714,107,1.011,0.01,5.9,4/8,0.93,0.89,1.13,0.4487,False
london,range_ote,0.5,0.1,3,48,range,96,835,125,0.996,-0.0,-2.5,5/8,0.93,0.87,1.12,0.5175,False
london,range_ote,0.5,0.1,3,48,2R,48,714,107,1.013,0.02,6.4,5/8,0.84,0.87,1.17,0.4238,False
london,range_ote,0.5,0.1,3,48,2R,96,835,125,0.991,-0.01,-5.1,4/8,1.1,0.85,1.1,0.5425,False
london,range_ote,0.5,0.1,3,48,3R,48,714,107,1.03,0.04,17.0,5/8,0.89,0.91,1.13,0.37,False
london,range_ote,0.5,0.1,3,48,3R,96,835,125,1.026,0.04,17.2,6/8,0.91,0.9,1.12,0.3738,False
london,range_ote,0.5,0.1,3,48,4R,48,714,107,1.058,0.06,35.7,6/8,0.97,0.94,1.16,0.2637,False
london,range_ote,0.5,0.1,3,48,4R,96,835,125,1.072,0.1,51.3,6/8,0.98,0.95,1.16,0.1938,False
london,range_ote,0.5,0.25,3,12,range,48,466,70,0.868,-0.1,-51.8,4/8,0.76,0.76,1.18,0.91,False
london,range_ote,0.5,0.25,3,12,range,96,563,85,0.852,-0.1,-69.5,3/8,0.7,0.75,1.09,0.955,False
london,range_ote,0.5,0.25,3,12,2R,48,466,70,0.896,-0.07,-34.9,3/8,0.77,0.76,1.33,0.8875,False
london,range_ote,0.5,0.25,3,12,2R,96,563,85,0.904,-0.07,-38.8,4/8,1.09,0.77,1.21,0.8662,False
london,range_ote,0.5,0.25,3,12,3R,48,466,70,0.915,-0.07,-33.1,4/8,0.8,0.8,1.19,0.8187,False
london,range_ote,0.5,0.25,3,12,3R,96,563,85,0.931,-0.06,-32.1,5/8,0.79,0.82,1.13,0.7925,False
london,range_ote,0.5,0.25,3,12,4R,48,466,70,0.918,-0.07,-34.2,4/8,0.8,0.81,1.18,0.7987,False
london,range_ote,0.5,0.25,3,12,4R,96,563,85,0.961,-0.05,-19.7,4/8,0.81,0.85,1.11,0.6913,False
london,range_ote,0.5,0.25,3,24,range,48,536,80,0.903,-0.09,-42.9,3/8,0.74,0.79,1.07,0.8325,False
london,range_ote,0.5,0.25,3,24,range,96,645,97,0.877,-0.1,-65.3,2/8,0.73,0.77,0.98,0.9337,False
london,range_ote,0.5,0.25,3,24,2R,48,536,80,0.943,-0.06,-21.6,5/8,0.75,0.81,1.2,0.74,False
london,range_ote,0.5,0.25,3,24,2R,96,645,97,0.917,-0.09,-38.4,4/8,1.05,0.79,1.03,0.8588,False
london,range_ote,0.5,0.25,3,24,3R,48,536,80,0.99,-0.01,-4.2,5/8,0.8,0.87,1.09,0.5537,False
london,range_ote,0.5,0.25,3,24,3R,96,645,97,0.969,-0.04,-16.1,3/8,0.79,0.85,0.99,0.6438,False
london,range_ote,0.5,0.25,3,24,4R,48,536,80,0.996,-0.0,-1.8,5/8,0.81,0.88,1.08,0.5288,False
london,range_ote,0.5,0.25,3,24,4R,96,645,97,0.991,-0.01,-5.0,3/8,0.82,0.88,0.96,0.5537,False
london,range_ote,0.5,0.25,3,48,range,48,642,96,0.985,-0.02,-7.5,4/8,0.86,0.87,1.17,0.595,False
london,range_ote,0.5,0.25,3,48,range,96,758,113,0.986,-0.02,-8.2,4/8,0.88,0.87,1.18,0.5763,False
london,range_ote,0.5,0.25,3,48,2R,48,642,96,1.031,0.04,13.6,4/8,0.85,0.89,1.23,0.3575,False
london,range_ote,0.5,0.25,3,48,2R,96,758,113,1.018,0.03,9.2,4/8,1.15,0.88,1.17,0.3962,False
london,range_ote,0.5,0.25,3,48,3R,48,642,96,1.053,0.08,27.0,4/8,0.9,0.93,1.19,0.2812,False
london,range_ote,0.5,0.25,3,48,3R,96,758,113,1.057,0.1,34.3,5/8,0.93,0.94,1.18,0.2487,False
london,range_ote,0.5,0.25,3,48,4R,48,642,96,1.057,0.06,31.4,6/8,0.93,0.94,1.23,0.29,False
london,range_ote,0.5,0.25,3,48,4R,96,758,113,1.091,0.12,58.9,5/8,0.99,0.98,1.22,0.1437,False
ny,fvg_ce,0.05,0.0,3,12,range,48,323,49,1.497,0.75,63.9,7/8,0.78,1.33,1.12,0.005,False
ny,fvg_ce,0.05,0.0,3,12,range,96,340,51,1.53,0.63,70.8,7/8,0.86,1.37,1.19,0.0013,False
ny,fvg_ce,0.05,0.0,3,12,2R,48,341,51,1.494,0.94,95.0,7/8,0.91,1.38,1.07,0.0,False
ny,fvg_ce,0.05,0.0,3,12,2R,96,358,54,1.502,0.99,100.7,7/8,0.96,1.39,1.1,0.0,False
ny,fvg_ce,0.05,0.0,3,12,3R,48,341,51,1.54,1.19,120.4,7/8,0.97,1.43,1.24,0.0,False
ny,fvg_ce,0.05,0.0,3,12,3R,96,358,54,1.575,1.31,132.9,7/8,1.04,1.47,1.31,0.0,False
ny,fvg_ce,0.05,0.0,3,12,4R,48,341,51,1.653,1.63,154.5,7/8,1.09,1.55,1.34,0.0,False
ny,fvg_ce,0.05,0.0,3,12,4R,96,358,54,1.704,1.82,172.3,7/8,1.18,1.59,1.44,0.0,False
ny,fvg_ce,0.05,0.0,3,24,range,48,422,63,1.331,0.58,58.9,6/8,0.73,1.19,1.09,0.0037,False
ny,fvg_ce,0.05,0.0,3,24,range,96,455,68,1.32,0.55,61.3,6/8,0.79,1.18,1.13,0.0088,False
ny,fvg_ce,0.05,0.0,3,24,2R,48,441,66,1.448,0.73,113.1,6/8,0.94,1.34,1.0,0.0,False
ny,fvg_ce,0.05,0.0,3,24,2R,96,476,71,1.459,0.82,123.8,6/8,1.01,1.35,1.05,0.0,False
ny,fvg_ce,0.05,0.0,3,24,3R,48,441,66,1.504,0.96,145.3,6/8,0.98,1.4,1.21,0.0,False
ny,fvg_ce,0.05,0.0,3,24,3R,96,476,71,1.52,1.05,159.8,6/8,1.05,1.42,1.29,0.0,False
ny,fvg_ce,0.05,0.0,3,24,4R,48,441,66,1.639,1.33,192.7,6/8,1.1,1.53,1.38,0.0,False
ny,fvg_ce,0.05,0.0,3,24,4R,96,476,71,1.664,1.47,213.2,6/8,1.18,1.56,1.47,0.0,False
ny,fvg_ce,0.05,0.0,3,48,range,48,494,74,1.415,0.67,81.2,7/8,0.8,1.27,1.22,0.0,False
ny,fvg_ce,0.05,0.0,3,48,range,96,526,78,1.396,0.74,83.2,7/8,0.85,1.25,1.24,0.0,False
ny,fvg_ce,0.05,0.0,3,48,2R,48,515,77,1.502,0.89,145.2,6/8,0.96,1.39,1.28,0.0,False
ny,fvg_ce,0.05,0.0,3,48,2R,96,548,82,1.503,0.98,154.3,6/8,1.01,1.39,1.29,0.0,False
ny,fvg_ce,0.05,0.0,3,48,3R,48,515,77,1.631,1.31,205.3,7/8,1.1,1.52,1.33,0.0,False
ny,fvg_ce,0.05,0.0,3,48,3R,96,548,82,1.639,1.52,220.0,8/8,1.16,1.53,1.39,0.0,False
ny,fvg_ce,0.05,0.0,3,48,4R,48,515,77,1.789,2.0,267.3,7/8,1.24,1.68,1.57,0.0,False
ny,fvg_ce,0.05,0.0,3,48,4R,96,548,82,1.807,2.49,288.5,7/8,1.31,1.7,1.64,0.0,False
ny,fvg_ce,0.05,0.1,3,12,range,48,310,47,1.449,0.72,56.6,7/8,0.76,1.29,1.13,0.0037,False
ny,fvg_ce,0.05,0.1,3,12,range,96,326,49,1.483,0.6,63.5,7/8,0.84,1.33,1.19,0.0,False
ny,fvg_ce,0.05,0.1,3,12,2R,48,327,49,1.471,0.93,87.5,7/8,0.9,1.36,1.03,0.0,False
ny,fvg_ce,0.05,0.1,3,12,2R,96,343,52,1.489,1.0,94.3,7/8,0.95,1.38,1.06,0.0,False
ny,fvg_ce,0.05,0.1,3,12,3R,48,327,49,1.506,1.07,109.0,7/8,0.95,1.4,1.22,0.0,False
ny,fvg_ce,0.05,0.1,3,12,3R,96,343,52,1.551,1.21,122.6,7/8,1.02,1.45,1.29,0.0,False
ny,fvg_ce,0.05,0.1,3,12,4R,48,327,49,1.62,1.49,141.2,7/8,1.07,1.52,1.3,0.0,False
ny,fvg_ce,0.05,0.1,3,12,4R,96,343,52,1.682,1.68,160.1,7/8,1.16,1.57,1.41,0.0,False
ny,fvg_ce,0.05,0.1,3,24,range,48,409,61,1.286,0.42,50.3,5/8,0.72,1.15,1.07,0.0075,False
ny,fvg_ce,0.05,0.1,3,24,range,96,442,66,1.271,0.41,51.6,5/8,0.78,1.14,1.09,0.0175,False
ny,fvg_ce,0.05,0.1,3,24,2R,48,427,64,1.376,0.53,94.2,6/8,0.93,1.27,0.96,0.0025,False
ny,fvg_ce,0.05,0.1,3,24,2R,96,461,69,1.385,0.55,103.0,6/8,0.99,1.28,0.98,0.0,False
ny,fvg_ce,0.05,0.1,3,24,3R,48,427,64,1.447,0.73,126.3,6/8,0.97,1.35,1.14,0.0,False
ny,fvg_ce,0.05,0.1,3,24,3R,96,461,69,1.457,0.8,138.0,6/8,1.04,1.36,1.18,0.0,False
ny,fvg_ce,0.05,0.1,3,24,4R,48,427,64,1.585,1.16,172.2,7/8,1.09,1.48,1.33,0.0,False
ny,fvg_ce,0.05,0.1,3,24,4R,96,461,69,1.607,1.28,190.1,6/8,1.16,1.51,1.38,0.0,False
ny,fvg_ce,0.05,0.1,3,48,range,48,479,71,1.372,0.6,72.3,7/8,0.79,1.23,1.23,0.0013,False
ny,fvg_ce,0.05,0.1,3,48,range,96,512,76,1.349,0.66,73.3,7/8,0.84,1.22,1.24,0.005,False
ny,fvg_ce,0.05,0.1,3,48,2R,48,499,74,1.474,0.82,134.1,7/8,0.96,1.37,1.24,0.0,False
ny,fvg_ce,0.05,0.1,3,48,2R,96,532,79,1.47,0.9,141.4,6/8,1.0,1.37,1.23,0.0,False
ny,fvg_ce,0.05,0.1,3,48,3R,48,499,74,1.599,1.14,189.7,6/8,1.09,1.5,1.24,0.0,False
ny,fvg_ce,0.05,0.1,3,48,3R,96,532,79,1.601,1.29,201.7,6/8,1.15,1.5,1.28,0.0,False
ny,fvg_ce,0.05,0.1,3,48,4R,48,499,74,1.745,1.8,246.0,8/8,1.23,1.64,1.48,0.0,False
ny,fvg_ce,0.05,0.1,3,48,4R,96,532,79,1.759,2.22,264.7,7/8,1.29,1.65,1.52,0.0,False
ny,fvg_ce,0.05,0.25,3,12,range,48,290,44,1.429,0.65,50.7,7/8,0.82,1.28,1.11,0.0025,False
ny,fvg_ce,0.05,0.25,3,12,range,96,303,46,1.424,0.53,52.3,7/8,0.87,1.28,1.07,0.005,False
ny,fvg_ce,0.05,0.25,3,12,2R,48,307,46,1.413,0.74,73.4,6/8,0.85,1.31,1.04,0.0,False
ny,fvg_ce,0.05,0.25,3,12,2R,96,320,48,1.404,0.7,74.7,7/8,0.88,1.3,0.98,0.0025,False
ny,fvg_ce,0.05,0.25,3,12,3R,48,307,46,1.457,0.99,93.1,7/8,0.9,1.36,1.22,0.0,False
ny,fvg_ce,0.05,0.25,3,12,3R,96,320,48,1.466,0.99,98.3,7/8,0.95,1.37,1.17,0.0013,False
ny,fvg_ce,0.05,0.25,3,12,4R,48,307,46,1.552,1.35,118.7,7/8,0.99,1.46,1.2,0.0,False
ny,fvg_ce,0.05,0.25,3,12,4R,96,320,48,1.568,1.37,126.3,7/8,1.05,1.47,1.17,0.0,False
ny,fvg_ce,0.05,0.25,3,24,range,48,386,58,1.29,0.43,47.9,5/8,0.81,1.16,1.05,0.015,False
ny,fvg_ce,0.05,0.25,3,24,range,96,417,63,1.266,0.43,47.8,6/8,0.86,1.14,1.06,0.015,False
ny,fvg_ce,0.05,0.25,3,24,2R,48,405,61,1.397,0.53,93.6,6/8,0.96,1.3,1.0,0.0,False
ny,fvg_ce,0.05,0.25,3,24,2R,96,437,66,1.404,0.56,101.8,6/8,1.02,1.3,1.01,0.0,False
ny,fvg_ce,0.05,0.25,3,24,3R,48,405,61,1.498,0.77,131.3,6/8,1.03,1.4,1.22,0.0,False
ny,fvg_ce,0.05,0.25,3,24,3R,96,437,66,1.501,0.83,141.3,6/8,1.09,1.41,1.25,0.0,False
ny,fvg_ce,0.05,0.25,3,24,4R,48,405,61,1.639,1.19,175.6,6/8,1.14,1.54,1.44,0.0,False
ny,fvg_ce,0.05,0.25,3,24,4R,96,437,66,1.652,1.3,191.0,7/8,1.22,1.55,1.47,0.0,False
ny,fvg_ce,0.05,0.25,3,48,range,48,458,69,1.388,0.66,71.8,7/8,0.87,1.25,1.24,0.0013,False
ny,fvg_ce,0.05,0.25,3,48,range,96,490,73,1.358,0.71,71.6,7/8,0.91,1.23,1.22,0.0013,False
ny,fvg_ce,0.05,0.25,3,48,2R,48,480,72,1.465,0.75,126.6,6/8,0.97,1.36,1.2,0.0,False
ny,fvg_ce,0.05,0.25,3,48,2R,96,512,76,1.455,0.81,132.1,6/8,1.01,1.35,1.19,0.0,False
ny,fvg_ce,0.05,0.25,3,48,3R,48,480,72,1.621,1.05,187.5,7/8,1.13,1.52,1.3,0.0,False
ny,fvg_ce,0.05,0.25,3,48,3R,96,512,76,1.613,1.18,196.7,8/8,1.17,1.51,1.31,0.0,False
ny,fvg_ce,0.05,0.25,3,48,4R,48,480,72,1.79,1.6,248.2,8/8,1.26,1.68,1.54,0.0,False
